id_contrato,data_originacao,valor_bem,valor_entrada,valor_financiado,ltv,prazo_meses,taxa_juros_am,parcela_mensal,comprometimento_renda,canal_originacao,ano_modelo,idade_veiculo_anos,idade_cliente,ocupacao,renda_mensal_declarada,tempo_emprego_meses,tipo_residencia,score_bureau,qtd_restricoes_ativas,qtd_consultas_bureau_3m,possui_avalista,qtd_parcelas_em_atraso_12m
T000904,2025-05-01,22200.0,7947.6,14252.4,0.642,24,0.01447,707.17,0.1382,Digital,2022,3,44,CLT,5117.87,25.0,Alugada,695.0,0,0,Não,0
T000905,2025-01-01,25800.0,8761.68,17038.32,0.6604,36,0.01463,612.19,0.216,Correspondente bancário,2021,4,58,Aposentado,2834.29,80.0,Alugada,520.0,2,2,Não,0
T000906,2025-01-01,22000.0,4461.6,17538.4,0.7972,60,0.01601,457.0,0.2856,Concessionária,2024,1,34,Autônomo,1600.0,55.0,Própria,539.0,1,2,Não,0
T000907,2025-05-01,88200.0,8740.62,79459.38,0.9009,24,0.01694,4056.89,0.1234,Revenda multimarca,2024,1,41,Empresário,32884.58,7.0,Financiada,757.0,1,3,Não,0
T000908,2025-02-01,27200.0,3296.64,23903.36,0.8788,36,0.01652,886.19,0.1284,Correspondente bancário,2022,3,51,CLT,6900.18,67.0,Familiar,511.0,1,2,Não,0
T000909,2025-01-01,96600.0,43479.66,53120.34,0.5499,36,0.01507,1922.67,0.1328,Concessionária,2024,1,40,CLT,14474.54,16.0,Alugada,825.0,0,1,Não,0
T000910,2025-01-01,22000.0,5216.2,16783.8,0.7629,36,0.01455,602.24,0.1478,Digital,2016,9,63,Aposentado,4075.77,48.0,Alugada,551.0,1,2,Não,0
T000911,2025-02-01,22000.0,4422.0,17578.0,0.799,60,0.01806,482.21,0.1061,Revenda multimarca,2023,2,31,CLT,,101.0,Própria,669.0,2,4,Não,0
T000912,2025-05-01,87400.0,30388.98,57011.02,0.6523,48,0.0137,1628.58,0.2147,Concessionária,2023,2,44,Autônomo,7585.0,135.0,Financiada,757.0,1,2,Não,0
T000913,2025-04-01,39400.0,2423.1,36976.9,0.9385,36,0.01709,1383.78,0.2427,Revenda multimarca,2022,3,59,CLT,5702.11,45.0,Própria,593.0,1,2,Não,0
T000914,2025-03-01,28400.0,9641.8,18758.2,0.6605,48,0.01473,547.85,0.0759,Concessionária,2021,4,34,CLT,,,Financiada,761.0,0,1,Não,0
T000915,2025-05-01,30200.0,10875.02,19324.98,0.6399,60,0.0149,489.47,0.0565,Concessionária,2022,3,63,CLT,8658.3,64.0,Alugada,819.0,0,1,Não,0
T000916,2025-04-01,61400.0,20532.16,40867.84,0.6656,60,0.0142,1016.55,0.1954,Concessionária,2022,3,40,CLT,5202.52,32.0,Alugada,680.0,1,2,Não,0
T000917,2025-02-01,108800.0,25513.6,83286.4,0.7655,60,0.01714,2232.98,0.2929,Concessionária,2017,8,71,Aposentado,7622.59,42.0,Própria,721.0,0,1,Não,0
T000918,2025-02-01,48500.0,7750.3,40749.7,0.8402,60,0.017,1088.71,0.1101,Revenda multimarca,2022,3,46,Autônomo,9887.43,21.0,Alugada,1000.0,0,0,Não,0
T000919,2025-04-01,22000.0,2708.2,19291.8,0.8769,36,0.01523,700.12,0.3649,Digital,2018,7,38,CLT,,202.0,Própria,492.0,2,1,Não,0
T000920,2025-05-01,29400.0,10063.62,19336.38,0.6577,60,0.01546,496.84,0.3044,Digital,2019,6,29,CLT,1632.11,33.0,Familiar,537.0,2,2,Não,0
T000921,2025-03-01,24900.0,12138.75,12761.25,0.5125,48,0.01878,405.78,0.2536,Revenda multimarca,2019,6,37,Autônomo,1600.0,,Própria,509.0,0,5,Não,0
T000922,2025-03-01,24900.0,4556.7,20343.3,0.817,36,0.01479,732.89,0.0916,Concessionária,2024,1,40,Autônomo,,79.0,Alugada,688.0,0,1,Não,0
T000923,2025-04-01,22000.0,9768.0,12232.0,0.556,24,0.0164,620.65,0.3879,Revenda multimarca,2018,7,38,CLT,1600.0,232.0,Própria,605.0,1,2,Não,0
T000924,2025-01-01,22000.0,4250.4,17749.6,0.8068,48,0.01731,547.45,0.1742,Revenda multimarca,2021,4,33,Autônomo,3142.93,8.0,Própria,542.0,0,0,Não,0
T000925,2025-05-01,31000.0,7018.4,23981.6,0.7736,36,0.01551,874.37,0.1435,Concessionária,2022,3,37,CLT,6091.71,62.0,Própria,686.0,0,2,Não,0
T000926,2025-03-01,22000.0,3839.0,18161.0,0.8255,48,0.01573,541.83,0.1841,Correspondente bancário,2020,5,32,CLT,2943.46,60.0,Alugada,664.0,0,1,Não,0
T000927,2025-04-01,22000.0,2409.0,19591.0,0.8905,60,0.01491,496.33,0.1516,Concessionária,2019,6,25,CLT,3274.86,14.0,Familiar,508.0,2,2,Sim,0
T000928,2025-05-01,25900.0,1406.37,24493.63,0.9457,24,0.01611,1238.64,0.1482,Revenda multimarca,2023,2,34,CLT,8356.05,48.0,Familiar,565.0,1,0,Não,0
T000929,2025-03-01,55800.0,19591.38,36208.62,0.6489,36,0.01591,1328.95,0.2629,Revenda multimarca,2023,2,49,CLT,5054.11,65.0,Familiar,520.0,0,3,Não,0
T000930,2025-05-01,81800.0,12908.04,68891.96,0.8422,60,0.01668,1825.83,0.0654,Concessionária,2024,1,35,CLT,27919.13,12.0,Financiada,878.0,0,1,Não,0
T000931,2025-02-01,87500.0,43916.25,43583.75,0.4981,48,0.01546,1292.88,0.2154,Concessionária,2017,8,35,CLT,6001.24,,Familiar,658.0,1,1,Não,0
T000932,2025-05-01,40000.0,12192.0,27808.0,0.6952,36,0.01675,1034.86,0.3577,Correspondente bancário,2023,2,31,Autônomo,2892.86,28.0,Alugada,513.0,0,5,Não,0
T000933,2025-05-01,47700.0,7946.82,39753.18,0.8334,36,0.01594,1459.77,0.2355,Digital,2018,7,45,Servidor público,6199.83,37.0,Familiar,715.0,0,1,Não,0
T000934,2025-02-01,36200.0,8155.86,28044.14,0.7747,48,0.01757,869.67,0.1975,Revenda multimarca,2022,3,36,Autônomo,4403.91,47.0,Financiada,920.0,0,0,Não,0
T000935,2025-02-01,41300.0,7991.55,33308.45,0.8065,36,0.01469,1197.97,0.3672,Concessionária,2024,1,39,Autônomo,3262.65,11.0,Financiada,595.0,0,0,Não,0
T000936,2025-06-01,86300.0,14343.06,71956.94,0.8338,24,0.01524,3602.41,0.1017,Digital,2024,1,37,Empresário,35406.62,108.0,Alugada,1000.0,1,0,Não,0
T000937,2025-02-01,34000.0,5610.0,28390.0,0.835,60,0.01643,747.68,0.1768,Correspondente bancário,2021,4,42,Autônomo,,23.0,Familiar,579.0,1,1,Não,0
T000938,2025-04-01,29000.0,6513.4,22486.6,0.7754,24,0.01518,1124.97,0.0812,Correspondente bancário,2024,1,51,Servidor público,13852.78,135.0,Alugada,650.0,0,1,Não,0
T000939,2025-06-01,74500.0,8090.7,66409.3,0.8914,60,0.01773,1806.92,0.1169,Correspondente bancário,2025,0,75,CLT,15452.15,29.0,Financiada,634.0,2,2,Não,0
T000940,2025-06-01,29900.0,15311.79,14588.21,0.4879,36,0.01564,533.04,0.0813,Correspondente bancário,2020,5,43,CLT,,10.0,Alugada,561.0,1,0,Não,0
T000941,2025-05-01,28800.0,16698.24,12101.76,0.4202,48,0.01573,361.05,0.1375,Digital,2024,1,46,Autônomo,2625.59,23.0,Alugada,877.0,0,1,Não,0
T000942,2025-03-01,49300.0,5072.97,44227.03,0.8971,60,0.01766,1201.27,0.4116,Revenda multimarca,2023,2,42,CLT,2918.7,32.0,Alugada,471.0,0,4,Não,0
T000943,2025-05-01,46500.0,11276.25,35223.75,0.7575,48,0.01749,1090.5,0.1297,Revenda multimarca,2016,9,33,Servidor público,8409.99,116.0,Familiar,537.0,1,3,Não,0
T000944,2025-04-01,25500.0,10110.75,15389.25,0.6035,60,0.01599,400.8,0.0742,Digital,2022,3,23,CLT,5399.68,59.0,Financiada,607.0,0,0,Não,0
T000945,2025-01-01,108800.0,25513.6,83286.4,0.7655,36,0.01714,3119.38,0.099,Revenda multimarca,2025,0,54,Servidor público,31524.24,44.0,Familiar,835.0,0,1,Não,0
T000946,2025-04-01,79300.0,11181.3,68118.7,0.859,24,0.01526,3411.04,0.3436,Concessionária,2022,3,46,CLT,9926.95,27.0,Própria,827.0,0,3,Não,0
T000947,2025-02-01,22000.0,1687.4,20312.6,0.9233,24,0.01501,1014.21,0.3856,Concessionária,2016,9,44,Autônomo,2630.55,80.0,Familiar,559.0,0,2,Não,0
T000948,2025-04-01,27800.0,9332.46,18467.54,0.6643,24,0.01443,915.88,0.1536,Concessionária,2024,1,38,CLT,5961.62,46.0,Alugada,860.0,0,0,Não,0
T000949,2025-05-01,26900.0,10122.47,16777.53,0.6237,36,0.01552,611.81,0.0941,Revenda multimarca,2025,0,56,Autônomo,6502.39,,Familiar,699.0,0,4,Não,0
T000950,2025-03-01,32200.0,11128.32,21071.68,0.6544,36,0.01468,757.74,0.143,Digital,2023,2,27,Autônomo,5300.13,19.0,Alugada,784.0,0,0,Não,0
T000951,2025-05-01,89100.0,19397.07,69702.93,0.7823,24,0.01351,3419.94,0.2812,Concessionária,2021,4,37,CLT,12163.27,98.0,Própria,729.0,0,3,Não,0
T000952,2025-02-01,92400.0,19653.48,72746.52,0.7873,48,0.01563,2165.77,0.2913,Concessionária,2015,10,49,Empresário,,44.0,Própria,695.0,1,1,Não,0
T000953,2025-02-01,36900.0,5955.66,30944.34,0.8386,36,0.01616,1140.44,0.199,Digital,2024,1,35,CLT,5731.21,39.0,Alugada,744.0,1,1,Não,0
T000954,2025-01-01,38200.0,15054.62,23145.38,0.6059,60,0.01966,660.38,0.4127,Revenda multimarca,2021,4,47,CLT,,15.0,Alugada,497.0,2,4,Não,0
T000955,2025-02-01,82700.0,32037.98,50662.02,0.6126,48,0.01699,1552.16,0.066,Correspondente bancário,2024,1,34,Autônomo,23522.84,7.0,Própria,734.0,0,1,Sim,0
T000956,2025-04-01,74900.0,51358.93,23541.07,0.3143,60,0.01642,619.82,0.1517,Digital,2022,3,38,Empresário,4086.93,8.0,Financiada,662.0,2,5,Não,0
T000957,2025-03-01,22000.0,13631.2,8368.8,0.3804,48,0.01626,252.49,0.0496,Concessionária,2022,3,67,Servidor público,5089.36,322.0,Familiar,544.0,2,2,Não,0
T000958,2025-01-01,22000.0,4523.2,17476.8,0.7944,60,0.01784,476.83,0.1747,Revenda multimarca,2015,10,51,CLT,,35.0,Própria,531.0,2,1,Não,0
T000959,2025-02-01,22900.0,12006.47,10893.53,0.4757,24,0.01435,539.75,0.2014,Concessionária,2023,2,50,Autônomo,2680.2,6.0,Financiada,629.0,0,2,Sim,0
T000960,2025-06-01,75200.0,38863.36,36336.64,0.4832,24,0.01397,1792.45,0.3186,Concessionária,2019,6,26,Empresário,5626.53,29.0,Financiada,774.0,0,3,Não,0
T000961,2025-04-01,36000.0,5212.8,30787.2,0.8552,48,0.0146,896.67,0.2199,Concessionária,2022,3,35,CLT,4078.54,15.0,Financiada,489.0,2,2,Não,0
T000962,2025-06-01,36000.0,11970.0,24030.0,0.6675,48,0.01737,742.09,0.1357,Correspondente bancário,2019,6,36,Empresário,5468.88,35.0,Própria,696.0,1,3,Não,0
T000963,2025-05-01,29300.0,3117.52,26182.48,0.8936,60,0.0187,729.7,0.3786,Revenda multimarca,2019,6,25,Autônomo,1927.44,15.0,Própria,565.0,1,3,Sim,0
T000964,2025-02-01,31600.0,2742.88,28857.12,0.9132,60,0.01685,768.07,0.175,Concessionária,2024,1,32,CLT,4389.65,50.0,Financiada,685.0,0,4,Não,0
T000965,2025-03-01,43500.0,9491.7,34008.3,0.7818,48,0.01575,1015.06,0.1932,Digital,2023,2,42,CLT,5254.54,8.0,Própria,702.0,0,2,Não,0
T000966,2025-01-01,44600.0,6489.3,38110.7,0.8545,48,0.01566,1135.34,0.1077,Concessionária,2023,2,27,Empresário,10544.96,86.0,Alugada,596.0,1,1,Não,0
T000967,2025-03-01,31800.0,9753.06,22046.94,0.6933,60,0.01416,547.83,0.0912,Concessionária,2024,1,46,CLT,6004.49,10.0,Financiada,702.0,0,2,Não,0
T000968,2025-06-01,31800.0,8182.14,23617.86,0.7427,24,0.01491,1177.87,0.2843,Revenda multimarca,2020,5,33,Servidor público,4143.71,109.0,Financiada,577.0,1,1,Sim,0
T000969,2025-04-01,22000.0,1843.6,20156.4,0.9162,24,0.01502,1006.52,0.372,Concessionária,2019,6,62,CLT,2706.01,30.0,Financiada,528.0,1,0,Sim,0
T000970,2025-05-01,35900.0,4498.27,31401.73,0.8747,48,0.01666,955.43,0.2083,Concessionária,2017,8,32,Servidor público,,121.0,Alugada,720.0,0,2,Sim,0
T000971,2025-01-01,58900.0,24160.78,34739.22,0.5898,36,0.01541,1264.5,0.1449,Concessionária,2016,9,60,Aposentado,8728.89,200.0,Financiada,558.0,0,2,Não,0
T000972,2025-03-01,22000.0,2466.2,19533.8,0.8879,48,0.01513,575.4,0.2718,Concessionária,2018,7,47,CLT,2117.31,42.0,Própria,592.0,0,4,Sim,0
T000973,2025-04-01,56600.0,19142.12,37457.88,0.6618,48,0.01467,1092.59,0.1264,Digital,2024,1,41,CLT,8643.88,60.0,Financiada,1000.0,0,0,Não,0
T000974,2025-04-01,47400.0,3668.76,43731.24,0.9226,48,0.01542,1296.15,0.2477,Concessionária,2021,4,23,CLT,5232.36,60.0,Própria,723.0,0,3,Sim,0
T000975,2025-03-01,53400.0,18647.28,34752.72,0.6508,36,0.01548,1266.46,0.2396,Digital,2017,8,70,Aposentado,5286.07,601.0,Alugada,746.0,0,5,Não,0
T000976,2025-01-01,47500.0,24476.75,23023.25,0.4847,60,0.01685,612.8,0.0719,Digital,2022,3,31,CLT,8519.63,31.0,Própria,766.0,1,2,Não,0
T000977,2025-03-01,22000.0,4239.4,17760.6,0.8073,48,0.01757,550.77,0.2352,Revenda multimarca,2022,3,28,Autônomo,2341.3,13.0,Própria,574.0,2,1,Não,0
T000978,2025-06-01,51900.0,6170.91,45729.09,0.8811,60,0.01678,1215.0,0.2105,Digital,2022,3,48,Autônomo,5770.79,20.0,Financiada,749.0,1,1,Não,0
T000979,2025-03-01,64000.0,21516.8,42483.2,0.6638,24,0.0142,2101.28,0.4003,Concessionária,2024,1,33,CLT,5249.06,72.0,Própria,788.0,0,2,Não,0
T000980,2025-05-01,28800.0,14022.72,14777.28,0.5131,48,0.01403,425.15,0.0916,Digital,2020,5,25,CLT,4641.94,84.0,Financiada,618.0,0,0,Não,0
T000981,2025-04-01,65200.0,10353.76,54846.24,0.8412,48,0.01775,1707.21,0.3829,Correspondente bancário,2022,3,46,Autônomo,4458.59,43.0,Própria,557.0,2,3,Não,0
T000982,2025-01-01,70100.0,10956.63,59143.37,0.8437,36,0.01706,2212.23,0.355,Correspondente bancário,2019,6,33,CLT,6232.24,52.0,Alugada,824.0,0,0,Não,0
T000983,2025-03-01,25900.0,5301.73,20598.27,0.7953,36,0.01784,780.36,0.2527,Revenda multimarca,2022,3,43,Autônomo,3088.42,20.0,Alugada,709.0,0,3,Não,0
T000984,2025-02-01,27400.0,13642.46,13757.54,0.5021,24,0.01657,699.42,0.1041,Revenda multimarca,2022,3,28,CLT,6719.47,73.0,Alugada,840.0,0,0,Não,0
T000985,2025-03-01,22000.0,6833.2,15166.8,0.6894,60,0.01698,405.01,0.1805,Concessionária,2017,8,75,Autônomo,2243.77,44.0,Própria,620.0,1,0,Não,0
T000986,2025-01-01,46200.0,6897.66,39302.34,0.8507,36,0.01495,1419.69,0.1606,Concessionária,2022,3,25,CLT,8837.22,8.0,Própria,618.0,0,3,Não,0
T000987,2025-02-01,22000.0,5317.4,16682.6,0.7583,36,0.01792,632.84,0.2914,Revenda multimarca,2024,1,31,CLT,2171.61,,Familiar,521.0,2,4,Sim,0
T000988,2025-03-01,42700.0,6293.98,36406.02,0.8526,36,0.01534,1323.63,0.1894,Digital,2024,1,36,CLT,6987.8,168.0,Financiada,730.0,0,1,Não,0
T000989,2025-03-01,38000.0,14181.6,23818.4,0.6268,60,0.01659,629.82,0.0673,Correspondente bancário,2023,2,41,Servidor público,9364.09,148.0,Familiar,622.0,2,1,Não,0
T000990,2025-06-01,64400.0,15172.64,49227.36,0.7644,36,0.01702,1840.12,0.2736,Revenda multimarca,2025,0,29,CLT,6725.56,92.0,Financiada,582.0,1,1,Não,0
T000991,2025-01-01,61300.0,35339.45,25960.55,0.4235,60,0.01651,685.08,0.2321,Revenda multimarca,2021,4,26,Autônomo,2951.85,96.0,Alugada,603.0,1,2,Não,0
T000992,2025-04-01,24400.0,4853.16,19546.84,0.8011,24,0.01589,985.98,0.1728,Correspondente bancário,2021,4,41,CLT,,64.0,Própria,592.0,0,3,Não,0
T000993,2025-02-01,40200.0,16188.54,24011.46,0.5973,60,0.01733,646.84,0.0873,Digital,2017,8,50,Autônomo,7407.86,116.0,Familiar,729.0,0,1,Não,0
T000994,2025-05-01,22000.0,3566.2,18433.8,0.8379,36,0.01368,651.87,0.3341,Concessionária,2023,2,36,Autônomo,1950.96,33.0,Própria,574.0,1,1,Não,0
T000995,2025-04-01,50200.0,8438.62,41761.38,0.8319,60,0.01588,1084.6,0.2503,Digital,2023,2,72,Aposentado,4333.76,172.0,Própria,534.0,0,0,Não,0
T000996,2025-04-01,48600.0,15279.84,33320.16,0.6856,48,0.01766,1035.23,0.1399,Revenda multimarca,2015,10,46,CLT,7399.92,29.0,Alugada,,1,1,Não,0
T000997,2025-02-01,83300.0,19400.57,63899.43,0.7671,36,0.0152,2317.82,0.1776,Concessionária,2019,6,32,Autônomo,,,Financiada,495.0,1,3,Não,0
T000998,2025-04-01,64000.0,11148.8,52851.2,0.8258,36,0.01624,1950.38,0.2753,Revenda multimarca,2021,4,65,Aposentado,7084.98,20.0,Financiada,659.0,0,2,Não,0
T000999,2025-05-01,75600.0,35290.08,40309.92,0.5332,48,0.01576,1203.4,0.1719,Digital,2022,3,67,Aposentado,,86.0,Financiada,781.0,0,1,Não,0
T001000,2025-06-01,22000.0,2131.8,19868.2,0.9031,48,0.01407,572.11,0.2107,Concessionária,2023,2,41,CLT,2715.75,56.0,Própria,552.0,2,3,Não,0
T001001,2025-03-01,22000.0,7205.0,14795.0,0.6725,48,0.01728,456.04,0.1485,Revenda multimarca,2020,5,49,Empresário,3071.84,19.0,Alugada,558.0,0,2,Sim,0
T001002,2025-06-01,43900.0,19157.96,24742.04,0.5636,60,0.01653,653.26,0.1871,Correspondente bancário,2023,2,27,CLT,3490.78,48.0,Alugada,607.0,1,2,Não,0
T001003,2025-03-01,22000.0,3797.2,18202.8,0.8274,48,0.01518,536.76,0.2017,Concessionária,2017,8,48,Autônomo,2661.03,,Própria,520.0,2,1,Não,0
T001004,2025-03-01,55600.0,11709.36,43890.64,0.7894,60,0.01691,1169.98,0.3855,Revenda multimarca,2021,4,48,CLT,3035.36,100.0,Própria,,2,5,Não,0
T001005,2025-01-01,54800.0,15163.16,39636.84,0.7233,24,0.01565,1993.8,0.2871,Revenda multimarca,2019,6,46,CLT,6945.36,,Familiar,637.0,2,1,Não,0
T001006,2025-04-01,35100.0,5524.74,29575.26,0.8426,48,0.01546,877.33,0.3159,Concessionária,2024,1,49,Autônomo,2777.49,,Financiada,661.0,2,1,Não,0
T001007,2025-03-01,46700.0,7920.32,38779.68,0.8304,48,0.01512,1142.07,0.3935,Concessionária,2021,4,67,Aposentado,2902.14,418.0,Alugada,685.0,0,1,Não,0
T001008,2025-04-01,83500.0,22077.4,61422.6,0.7356,48,0.01573,1832.53,0.1577,Revenda multimarca,2024,1,46,Servidor público,11619.52,,Própria,818.0,0,1,Não,0
T001009,2025-06-01,22000.0,6285.4,15714.6,0.7143,36,0.01352,554.22,0.3464,Digital,2015,10,25,Autônomo,1600.0,50.0,Familiar,,0,1,Não,0
T001010,2025-02-01,74200.0,6195.7,68004.3,0.9165,48,0.01484,1990.81,0.1896,Concessionária,2025,0,50,Servidor público,10499.07,25.0,Financiada,704.0,0,4,Não,0
T001011,2025-02-01,71400.0,17114.58,54285.42,0.7603,36,0.0165,2011.91,0.2147,Revenda multimarca,2022,3,35,Empresário,9370.73,57.0,Alugada,949.0,0,1,Não,0
T001012,2025-01-01,36700.0,2811.22,33888.78,0.9234,60,0.01801,928.51,0.2612,Concessionária,2022,3,42,Autônomo,3554.62,32.0,Alugada,617.0,0,3,Não,0
T001013,2025-02-01,22000.0,5684.8,16315.2,0.7416,48,0.01618,491.42,0.137,Concessionária,2017,8,39,Autônomo,3586.53,1.0,Familiar,816.0,0,2,Não,0
T001014,2025-02-01,31500.0,9383.85,22116.15,0.7021,48,0.01672,673.76,0.1826,Concessionária,2023,2,56,CLT,3689.58,,Alugada,808.0,0,1,Não,0
T001015,2025-03-01,24400.0,7688.44,16711.56,0.6849,36,0.01528,606.98,0.1831,Digital,2015,10,40,CLT,3314.65,8.0,Financiada,651.0,2,1,Não,0
T001016,2025-02-01,93200.0,7428.04,85771.96,0.9203,24,0.01439,4251.81,0.3776,Digital,2022,3,43,Autônomo,11260.06,4.0,Alugada,546.0,0,5,Não,0
T001017,2025-02-01,45000.0,16258.5,28741.5,0.6387,60,0.01636,755.6,0.1148,Digital,2024,1,33,Servidor público,6584.41,96.0,Alugada,729.0,0,2,Não,0
T001018,2025-02-01,86900.0,13469.5,73430.5,0.845,36,0.01548,2675.95,0.4043,Correspondente bancário,2023,2,26,Autônomo,6618.75,47.0,Financiada,797.0,0,2,Não,0
T001019,2025-03-01,40100.0,7470.63,32629.37,0.8137,60,0.01547,838.62,0.2929,Concessionária,2023,2,29,CLT,2862.84,53.0,Familiar,612.0,0,2,Não,0
T001020,2025-01-01,49900.0,8323.32,41576.68,0.8332,48,0.01763,1290.94,0.4263,Correspondente bancário,2022,3,41,CLT,3028.18,25.0,Alugada,657.0,0,2,Não,0
T001021,2025-06-01,88200.0,33948.18,54251.82,0.6151,60,0.01683,1443.26,0.1939,Revenda multimarca,2021,4,25,Autônomo,7443.24,41.0,Alugada,819.0,0,2,Sim,0
T001022,2025-01-01,22000.0,4532.0,17468.0,0.794,48,0.01576,521.48,0.135,Concessionária,2021,4,24,CLT,3862.01,37.0,Alugada,646.0,1,0,Não,0
T001023,2025-06-01,28200.0,11361.78,16838.22,0.5971,48,0.01731,519.34,0.098,Correspondente bancário,2016,9,23,CLT,5298.22,60.0,Alugada,564.0,0,2,Não,0
T001024,2025-05-01,56800.0,25599.76,31200.24,0.5493,36,0.01733,1172.21,0.0876,Revenda multimarca,2022,3,41,Servidor público,13375.72,88.0,Alugada,736.0,0,1,Não,0
T001025,2025-02-01,35300.0,17025.19,18274.81,0.5177,24,0.01348,896.33,0.3022,Concessionária,2022,3,25,Autônomo,2965.62,17.0,Familiar,538.0,0,0,Não,0
T001026,2025-05-01,37800.0,8085.42,29714.58,0.7861,36,0.01519,1077.65,0.3884,Concessionária,2020,5,44,CLT,2774.24,48.0,Familiar,527.0,0,2,Não,0
T001027,2025-03-01,24900.0,3037.8,21862.2,0.878,48,0.01513,643.99,0.0994,Concessionária,2023,2,23,CLT,6479.6,60.0,Familiar,566.0,1,0,Não,0
T001028,2025-01-01,22000.0,16500.0,5500.0,0.25,24,0.01527,275.44,0.1375,Digital,2024,1,38,Autônomo,2002.75,12.0,Financiada,481.0,2,7,Não,0
T001029,2025-02-01,42200.0,15027.42,27172.58,0.6439,24,0.01648,1380.0,0.3667,Correspondente bancário,2023,2,37,CLT,3763.09,36.0,Própria,508.0,1,2,Sim,0
T001030,2025-02-01,22000.0,5123.8,16876.2,0.7671,48,0.0169,516.07,0.2643,Correspondente bancário,2021,4,34,CLT,1952.58,72.0,Própria,740.0,0,1,Não,0
T001031,2025-02-01,23900.0,6491.24,17408.76,0.7284,60,0.01684,463.24,0.1924,Concessionária,2014,11,45,CLT,2408.1,65.0,Alugada,522.0,1,0,Não,0
T001032,2025-03-01,40500.0,11838.15,28661.85,0.7077,24,0.01468,1425.6,0.2583,Concessionária,2018,7,28,Autônomo,5518.37,11.0,Financiada,786.0,0,2,Não,0
T001033,2025-03-01,31100.0,5265.23,25834.77,0.8307,48,0.01641,781.93,0.2364,Concessionária,2022,3,22,Autônomo,3307.15,23.0,Própria,725.0,0,2,Não,0
T001034,2025-01-01,59800.0,19973.2,39826.8,0.666,60,0.01771,1083.1,0.1583,Correspondente bancário,2022,3,28,CLT,6841.92,,Própria,714.0,0,1,Não,0
T001035,2025-01-01,36900.0,5926.14,30973.86,0.8394,60,0.01584,803.62,0.1717,Concessionária,2019,6,26,Servidor público,4679.24,96.0,Alugada,667.0,0,0,Sim,0
T001036,2025-02-01,51600.0,18637.92,32962.08,0.6388,60,0.01704,881.53,0.2872,Concessionária,2016,9,41,CLT,,43.0,Alugada,682.0,0,1,Não,0
T001037,2025-06-01,22000.0,12034.0,9966.0,0.453,24,0.01484,496.62,0.1313,Digital,2020,5,48,Autônomo,3781.78,56.0,Própria,633.0,1,1,Não,0
T001038,2025-06-01,73500.0,20587.35,52912.65,0.7199,60,0.01806,1451.54,0.128,Revenda multimarca,2022,3,50,CLT,11338.12,199.0,Familiar,740.0,1,1,Não,0
T001039,2025-06-01,46100.0,24520.59,21579.41,0.4681,48,0.01687,659.48,0.2055,Digital,2019,6,37,CLT,3208.8,31.0,Alugada,587.0,1,1,Não,0
T001040,2025-05-01,29600.0,7355.6,22244.4,0.7515,24,0.0164,1128.67,0.1894,Revenda multimarca,2022,3,56,Aposentado,5959.92,137.0,Própria,554.0,1,3,Não,0
T001041,2025-06-01,32100.0,12201.21,19898.79,0.6199,24,0.01673,1013.5,0.1017,Revenda multimarca,2021,4,34,Autônomo,9963.0,17.0,Alugada,649.0,0,2,Não,0
T001042,2025-03-01,27300.0,4605.51,22694.49,0.8313,60,0.0157,586.71,0.1399,Digital,2023,2,28,CLT,4192.37,8.0,Familiar,498.0,1,2,Não,0
T001043,2025-05-01,31900.0,2140.49,29759.51,0.9329,48,0.01783,927.87,0.3714,Revenda multimarca,2024,1,41,Autônomo,2498.53,10.0,Própria,547.0,1,2,Sim,0
T001044,2025-02-01,37400.0,11141.46,26258.54,0.7021,60,0.01754,711.09,0.2026,Correspondente bancário,2013,12,41,Servidor público,3509.29,44.0,Alugada,475.0,0,3,Não,0
T001045,2025-04-01,22000.0,3330.8,18669.2,0.8486,36,0.01477,672.35,0.231,Digital,2021,4,24,CLT,2909.98,63.0,Financiada,614.0,1,0,Não,0
T001046,2025-02-01,100600.0,42724.82,57875.18,0.5753,24,0.01362,2843.27,0.1509,Concessionária,2024,1,29,Servidor público,18838.02,132.0,Alugada,812.0,0,0,Não,0
T001047,2025-03-01,66400.0,4076.96,62323.04,0.9386,36,0.01489,2249.0,0.1901,Digital,2024,1,75,Aposentado,11830.11,254.0,Familiar,849.0,0,1,Não,0
T001048,2025-06-01,46000.0,8100.6,37899.4,0.8239,48,0.01576,1131.44,0.2821,Concessionária,2020,5,45,Autônomo,4010.16,21.0,Alugada,547.0,0,0,Não,0
T001049,2025-06-01,32800.0,7248.8,25551.2,0.779,36,0.01447,915.61,0.2226,Digital,2021,4,23,CLT,4113.44,30.0,Alugada,643.0,1,3,Sim,0
T001050,2025-03-01,22000.0,3377.0,18623.0,0.8465,24,0.01637,944.6,0.2652,Revenda multimarca,2022,3,46,Autônomo,3561.87,9.0,Familiar,721.0,0,2,Não,0
T001051,2025-03-01,47800.0,7657.56,40142.44,0.8398,36,0.01485,1447.62,0.33,Concessionária,2023,2,32,CLT,,18.0,Alugada,757.0,0,0,Não,0
T001052,2025-01-01,38700.0,2322.0,36378.0,0.94,36,0.01628,1343.35,0.1772,Correspondente bancário,2025,0,34,Empresário,7582.14,47.0,Alugada,596.0,0,2,Sim,0
