id_proposta,data_proposta,valor_bem,valor_entrada_desejada,pct_entrada_desejada,valor_financiado_desejado,ltv_desejado,prazo_desejado_meses,canal_originacao,ano_modelo,idade_veiculo_anos,idade_cliente,ocupacao,renda_mensal_declarada,tempo_emprego_meses,tipo_residencia,score_bureau,qtd_restricoes_ativas,qtd_consultas_bureau_3m,possui_avalista,qtd_parcelas_em_atraso_12m
P001532,2025-11-01,44000.0,8065.2,0.1833,35934.8,0.8167,36,Digital,2022,3,37,CLT,4906.24,27.0,Alugada,650.0,1,0,Não,0
P001533,2025-07-01,22000.0,3790.6,0.1723,18209.4,0.8277,60,Digital,2019,6,38,Servidor público,1855.76,116.0,Alugada,181.0,5,4,Não,0
P001534,2025-10-01,88000.0,8131.2,0.0924,79868.8,0.9076,24,Correspondente bancário,2022,3,37,Autônomo,5210.56,43.0,Familiar,554.0,2,2,Não,0
P001535,2025-08-01,64000.0,6003.2,0.0938,57996.8,0.9062,48,Revenda multimarca,2025,0,38,CLT,8255.24,104.0,Própria,855.0,0,0,Não,0
P001536,2025-09-01,60400.0,17008.64,0.2816,43391.36,0.7184,24,Concessionária,2023,2,47,Servidor público,13134.14,156.0,Própria,583.0,3,2,Não,0
P001537,2025-08-01,57400.0,2870.0,0.05,54530.0,0.95,48,Correspondente bancário,2022,3,25,Autônomo,3429.45,35.0,Familiar,,0,1,Não,0
P001538,2025-10-01,22500.0,6781.5,0.3014,15718.5,0.6986,60,Concessionária,2020,5,42,CLT,2174.73,,Própria,552.0,1,5,Não,0
P001539,2025-11-01,51600.0,17724.6,0.3435,33875.4,0.6565,48,Revenda multimarca,2024,1,59,CLT,12728.33,,Alugada,850.0,0,3,Não,0
P001540,2025-07-01,67200.0,8675.52,0.1291,58524.48,0.8709,24,Concessionária,2025,0,39,CLT,9171.15,78.0,Familiar,914.0,0,3,Não,0
P001541,2025-08-01,39600.0,12608.64,0.3184,26991.36,0.6816,60,Concessionária,2023,2,32,Servidor público,6411.98,107.0,Própria,696.0,0,0,Não,0
P001542,2025-12-01,73800.0,26700.84,0.3618,47099.16,0.6382,48,Digital,2023,2,25,CLT,8528.58,84.0,Financiada,536.0,0,1,Não,0
P001543,2025-12-01,25600.0,6113.28,0.2388,19486.72,0.7612,24,Revenda multimarca,2020,5,34,Servidor público,7418.46,13.0,Alugada,752.0,1,1,Não,0
P001544,2025-09-01,39200.0,2457.84,0.0627,36742.16,0.9373,60,Concessionária,2017,8,38,Autônomo,1600.0,6.0,Própria,392.0,3,4,Não,0
P001545,2025-10-01,60300.0,13247.91,0.2197,47052.09,0.7803,24,Concessionária,2021,4,71,CLT,7954.37,,Própria,691.0,0,1,Não,0
P001546,2025-07-01,38100.0,15224.76,0.3996,22875.24,0.6004,48,Concessionária,2019,6,56,Autônomo,10098.89,25.0,Alugada,772.0,0,1,Não,0
P001547,2025-10-01,37800.0,1224.72,0.0324,36575.28,0.9676,36,Revenda multimarca,2022,3,44,CLT,4184.6,21.0,Familiar,573.0,2,1,Não,0
P001548,2025-08-01,33800.0,1676.48,0.0496,32123.52,0.9504,48,Revenda multimarca,2024,1,41,CLT,4974.39,25.0,Própria,549.0,1,2,Sim,0
P001549,2025-07-01,32600.0,18164.72,0.5572,14435.28,0.4428,36,Revenda multimarca,2021,4,36,CLT,7089.54,17.0,Própria,656.0,0,1,Não,0
P001550,2025-07-01,29700.0,2753.19,0.0927,26946.81,0.9073,48,Revenda multimarca,2023,2,35,Autônomo,1600.0,,Própria,374.0,5,2,Sim,0
P001551,2025-11-01,42900.0,5023.59,0.1171,37876.41,0.8829,24,Correspondente bancário,2019,6,53,Servidor público,9118.16,147.0,Financiada,635.0,1,2,Não,0
P001552,2025-12-01,124300.0,47656.62,0.3834,76643.38,0.6166,48,Concessionária,2023,2,29,CLT,12571.66,7.0,Alugada,894.0,0,0,Não,0
P001553,2025-12-01,28100.0,4538.15,0.1615,23561.85,0.8385,36,Digital,2018,7,26,CLT,1600.0,6.0,Própria,628.0,0,5,Não,0
P001554,2025-10-01,27600.0,7222.92,0.2617,20377.08,0.7383,60,Concessionária,2021,4,35,Autônomo,2159.04,91.0,Própria,612.0,0,0,Não,0
P001555,2025-08-01,39500.0,971.7,0.0246,38528.3,0.9754,60,Digital,2018,7,56,Autônomo,5639.23,10.0,Financiada,507.0,1,1,Não,0
P001556,2025-10-01,47700.0,7212.24,0.1512,40487.76,0.8488,48,Revenda multimarca,2017,8,51,CLT,3957.7,41.0,Alugada,725.0,0,0,Não,0
P001557,2025-09-01,22800.0,7795.32,0.3419,15004.68,0.6581,36,Revenda multimarca,2022,3,27,CLT,2255.3,25.0,Alugada,434.0,3,1,Sim,0
P001558,2025-10-01,46600.0,2465.14,0.0529,44134.86,0.9471,60,Correspondente bancário,2023,2,54,CLT,8868.84,180.0,Financiada,572.0,3,2,Não,0
P001559,2025-12-01,39300.0,9773.91,0.2487,29526.09,0.7513,24,Concessionária,2024,1,24,Autônomo,3376.38,13.0,Alugada,682.0,0,2,Não,0
P001560,2025-11-01,40000.0,9096.0,0.2274,30904.0,0.7726,48,Revenda multimarca,2019,6,25,Autônomo,5653.28,49.0,Alugada,551.0,1,0,Sim,0
P001561,2025-08-01,24600.0,3859.74,0.1569,20740.26,0.8431,48,Revenda multimarca,2013,12,45,CLT,7391.55,91.0,Alugada,557.0,1,1,Não,0
P001562,2025-12-01,57800.0,15571.32,0.2694,42228.68,0.7306,24,Concessionária,2024,1,69,Autônomo,7298.26,1.0,Própria,805.0,0,1,Sim,0
P001563,2025-10-01,22000.0,8329.2,0.3786,13670.8,0.6214,60,Digital,2024,1,42,Autônomo,3382.88,32.0,Alugada,,1,3,Não,0
P001564,2025-09-01,35700.0,6254.64,0.1752,29445.36,0.8248,60,Digital,2018,7,28,CLT,1733.91,59.0,Familiar,318.0,5,4,Não,0
P001565,2025-09-01,29600.0,3119.84,0.1054,26480.16,0.8946,60,Concessionária,2022,3,24,Autônomo,5335.77,41.0,Alugada,558.0,1,1,Sim,0
P001566,2025-10-01,36800.0,6090.4,0.1655,30709.6,0.8345,48,Correspondente bancário,2022,3,44,CLT,3107.56,30.0,Familiar,556.0,0,3,Sim,0
P001567,2025-11-01,94200.0,10201.86,0.1083,83998.14,0.8917,24,Revenda multimarca,2022,3,40,Empresário,7699.6,34.0,Própria,563.0,1,0,Sim,0
P001568,2025-11-01,58300.0,7211.71,0.1237,51088.29,0.8763,36,Concessionária,2020,5,45,CLT,6214.94,151.0,Própria,,0,1,Não,0
P001569,2025-11-01,36400.0,8062.6,0.2215,28337.4,0.7785,60,Digital,2021,4,56,Servidor público,12053.38,31.0,Familiar,567.0,0,4,Não,0
P001570,2025-09-01,23500.0,4448.55,0.1893,19051.45,0.8107,24,Digital,2021,4,23,CLT,2348.77,48.0,Alugada,617.0,1,0,Não,0
P001571,2025-11-01,28900.0,5794.45,0.2005,23105.55,0.7995,24,Correspondente bancário,2017,8,51,CLT,1600.0,74.0,Alugada,392.0,2,0,Não,0
P001572,2025-08-01,60300.0,11794.68,0.1956,48505.32,0.8044,60,Digital,2024,1,29,Empresário,20853.63,16.0,Alugada,648.0,1,0,Não,0
P001573,2025-12-01,40200.0,4253.16,0.1058,35946.84,0.8942,48,Concessionária,2023,2,54,Autônomo,6331.94,25.0,Alugada,462.0,1,1,Não,0
P001574,2025-08-01,50100.0,28627.14,0.5714,21472.86,0.4286,60,Revenda multimarca,2022,3,30,Autônomo,6357.71,,Alugada,965.0,0,2,Não,0
P001575,2025-11-01,31800.0,3084.6,0.097,28715.4,0.903,36,Revenda multimarca,2023,2,44,CLT,16499.18,54.0,Familiar,894.0,1,1,Não,0
P001576,2025-07-01,24800.0,5185.68,0.2091,19614.32,0.7909,48,Concessionária,2023,2,53,CLT,3595.66,51.0,Própria,665.0,1,0,Não,0
P001577,2025-10-01,42800.0,2225.6,0.052,40574.4,0.948,24,Concessionária,2015,10,36,CLT,3575.23,11.0,Própria,591.0,0,0,Não,0
P001578,2025-07-01,48500.0,6596.0,0.136,41904.0,0.864,48,Concessionária,2023,2,28,Empresário,6161.81,5.0,Própria,576.0,0,1,Não,0
P001579,2025-11-01,58300.0,16073.31,0.2757,42226.69,0.7243,36,Concessionária,2021,4,42,Empresário,24513.31,66.0,Financiada,675.0,0,0,Não,0
P001580,2025-12-01,101400.0,37234.08,0.3672,64165.92,0.6328,48,Revenda multimarca,2021,4,26,CLT,,,Familiar,701.0,0,0,Não,0
P001581,2025-10-01,26100.0,1062.27,0.0407,25037.73,0.9593,48,Revenda multimarca,2021,4,36,Autônomo,4556.24,135.0,Familiar,515.0,1,2,Sim,0
P001582,2025-12-01,26400.0,6024.48,0.2282,20375.52,0.7718,48,Digital,2015,10,39,Autônomo,2248.25,,Própria,319.0,5,1,Não,0
P001583,2025-12-01,23300.0,11465.93,0.4921,11834.07,0.5079,48,Digital,2025,0,22,CLT,,48.0,Familiar,534.0,1,1,Não,0
P001584,2025-11-01,73800.0,13394.7,0.1815,60405.3,0.8185,24,Digital,2024,1,51,CLT,,62.0,Alugada,748.0,1,1,Não,0
P001585,2025-09-01,52600.0,8147.74,0.1549,44452.26,0.8451,36,Concessionária,2024,1,38,CLT,4572.78,60.0,Alugada,675.0,1,1,Sim,0
P001586,2025-09-01,29100.0,6704.64,0.2304,22395.36,0.7696,36,Digital,2017,8,37,CLT,3869.46,46.0,Familiar,472.0,5,0,Não,0
P001587,2025-09-01,68900.0,18100.03,0.2627,50799.97,0.7373,24,Digital,2024,1,31,Servidor público,5393.17,156.0,Própria,738.0,0,1,Não,0
P001588,2025-11-01,22000.0,3465.0,0.1575,18535.0,0.8425,48,Digital,2022,3,59,CLT,,62.0,Financiada,0.0,5,12,Sim,0
P001589,2025-10-01,32500.0,2736.5,0.0842,29763.5,0.9158,60,Correspondente bancário,2022,3,57,Autônomo,5763.99,15.0,Própria,419.0,2,4,Sim,0
P001590,2025-09-01,26800.0,4330.88,0.1616,22469.12,0.8384,48,Correspondente bancário,2013,12,38,CLT,3739.31,,Própria,424.0,2,6,Sim,0
P001591,2025-09-01,31200.0,3098.16,0.0993,28101.84,0.9007,36,Concessionária,2018,7,54,CLT,1600.0,20.0,Alugada,499.0,2,2,Não,0
P001592,2025-12-01,38100.0,5928.36,0.1556,32171.64,0.8444,36,Revenda multimarca,2020,5,56,CLT,,70.0,Financiada,582.0,0,3,Não,0
P001593,2025-07-01,46000.0,14697.0,0.3195,31303.0,0.6805,60,Digital,2020,5,51,CLT,3936.79,19.0,Alugada,702.0,1,0,Sim,0
P001594,2025-11-01,37200.0,2976.0,0.08,34224.0,0.92,48,Concessionária,2017,8,33,Empresário,7727.73,33.0,Própria,593.0,0,3,Não,0
P001595,2025-09-01,51500.0,23520.05,0.4567,27979.95,0.5433,60,Revenda multimarca,2018,7,39,CLT,3903.48,0.0,Alugada,409.0,2,1,Sim,0
P001596,2025-08-01,81100.0,22018.65,0.2715,59081.35,0.7285,48,Correspondente bancário,2024,1,41,Empresário,,147.0,Financiada,662.0,1,3,Não,0
P001597,2025-07-01,127700.0,11991.03,0.0939,115708.97,0.9061,48,Concessionária,2017,8,57,Autônomo,5124.96,,Própria,911.0,0,1,Não,0
P001598,2025-07-01,51300.0,14564.07,0.2839,36735.93,0.7161,24,Correspondente bancário,2019,6,28,CLT,2281.39,95.0,Financiada,649.0,0,3,Não,0
P001599,2025-07-01,81900.0,22047.48,0.2692,59852.52,0.7308,48,Digital,2023,2,47,Autônomo,,5.0,Alugada,737.0,1,0,Não,0
P001600,2025-08-01,29300.0,4934.12,0.1684,24365.88,0.8316,48,Revenda multimarca,2022,3,47,Servidor público,5498.22,86.0,Própria,603.0,0,0,Não,0
P001601,2025-08-01,39400.0,11087.16,0.2814,28312.84,0.7186,60,Correspondente bancário,2023,2,30,Autônomo,3020.72,33.0,Própria,398.0,4,1,Não,0
P001602,2025-10-01,22000.0,7691.2,0.3496,14308.8,0.6504,60,Concessionária,2016,9,25,Autônomo,1737.97,,Própria,686.0,1,2,Não,0
P001603,2025-07-01,46700.0,14266.85,0.3055,32433.15,0.6945,36,Concessionária,2018,7,59,Autônomo,5247.55,21.0,Alugada,688.0,2,1,Não,0
P001604,2025-11-01,22900.0,1348.81,0.0589,21551.19,0.9411,24,Digital,2023,2,32,CLT,1863.86,91.0,Alugada,433.0,3,1,Sim,0
P001605,2025-10-01,23400.0,2288.52,0.0978,21111.48,0.9022,48,Revenda multimarca,2021,4,50,Autônomo,6481.95,90.0,Alugada,658.0,0,4,Não,0
P001606,2025-07-01,22000.0,4323.0,0.1965,17677.0,0.8035,36,Digital,2019,6,29,CLT,2645.16,1.0,Familiar,470.0,5,2,Não,0
P001607,2025-12-01,34300.0,6129.41,0.1787,28170.59,0.8213,48,Concessionária,2020,5,32,Autônomo,3107.46,,Alugada,753.0,0,1,Não,0
P001608,2025-07-01,67800.0,26604.72,0.3924,41195.28,0.6076,60,Concessionária,2023,2,47,Empresário,7799.91,66.0,Alugada,560.0,4,0,Não,0
P001609,2025-12-01,92600.0,30483.92,0.3292,62116.08,0.6708,36,Concessionária,2023,2,53,Autônomo,13015.03,16.0,Alugada,757.0,1,0,Não,0
P001610,2025-11-01,46700.0,6150.39,0.1317,40549.61,0.8683,48,Concessionária,2023,2,75,Empresário,6791.24,60.0,Financiada,538.0,2,4,Não,0
P001611,2025-12-01,29900.0,12007.84,0.4016,17892.16,0.5984,48,Correspondente bancário,2024,1,40,CLT,4564.87,,Própria,713.0,0,1,Não,0
P001612,2025-07-01,22000.0,9209.2,0.4186,12790.8,0.5814,48,Revenda multimarca,2020,5,63,Aposentado,1880.02,246.0,Alugada,698.0,0,1,Não,0
P001613,2025-10-01,63200.0,10143.6,0.1605,53056.4,0.8395,60,Digital,2020,5,36,CLT,3818.6,19.0,Própria,635.0,3,2,Não,0
P001614,2025-09-01,30400.0,1279.84,0.0421,29120.16,0.9579,36,Concessionária,2013,12,31,Autônomo,3014.28,26.0,Alugada,234.0,5,4,Sim,0
P001615,2025-11-01,86000.0,12814.0,0.149,73186.0,0.851,60,Concessionária,2023,2,51,Empresário,25480.21,45.0,Familiar,817.0,0,0,Não,0
P001616,2025-10-01,48500.0,14491.8,0.2988,34008.2,0.7012,48,Concessionária,2020,5,47,Autônomo,,17.0,Financiada,444.0,5,6,Não,0
P001617,2025-11-01,38000.0,4556.2,0.1199,33443.8,0.8801,60,Concessionária,2016,9,31,Autônomo,2418.14,15.0,Financiada,553.0,1,4,Não,0
P001618,2025-10-01,24100.0,7116.73,0.2953,16983.27,0.7047,60,Concessionária,2017,8,28,Autônomo,3453.66,63.0,Alugada,539.0,0,1,Não,0
P001619,2025-07-01,22000.0,4026.0,0.183,17974.0,0.817,36,Concessionária,2013,12,33,Autônomo,3476.0,,Familiar,557.0,1,1,Sim,0
P001620,2025-07-01,56500.0,28509.9,0.5046,27990.1,0.4954,36,Revenda multimarca,2023,2,53,CLT,4443.98,16.0,Própria,818.0,0,1,Não,0
P001621,2025-09-01,47600.0,2518.04,0.0529,45081.96,0.9471,36,Digital,2021,4,75,Servidor público,8466.52,56.0,Financiada,416.0,4,4,Não,0
P001622,2025-07-01,29800.0,5572.6,0.187,24227.4,0.813,48,Concessionária,2019,6,41,CLT,4967.71,114.0,Alugada,239.0,5,6,Sim,0
P001623,2025-10-01,22000.0,1042.8,0.0474,20957.2,0.9526,24,Digital,2018,7,46,CLT,4656.78,,Familiar,625.0,0,1,Não,0
P001624,2025-11-01,52300.0,5428.74,0.1038,46871.26,0.8962,48,Revenda multimarca,2017,8,62,Empresário,7994.37,8.0,Familiar,270.0,5,4,Sim,0
P001625,2025-08-01,96500.0,19647.4,0.2036,76852.6,0.7964,24,Correspondente bancário,2022,3,37,Empresário,6472.07,71.0,Própria,,0,1,Sim,0
P001626,2025-09-01,33600.0,3094.56,0.0921,30505.44,0.9079,60,Concessionária,2020,5,38,Empresário,7378.35,19.0,Financiada,590.0,1,1,Sim,0
P001627,2025-07-01,36300.0,3481.17,0.0959,32818.83,0.9041,24,Concessionária,2018,7,25,CLT,2875.18,38.0,Alugada,411.0,3,4,Não,0
P001628,2025-08-01,22000.0,3797.2,0.1726,18202.8,0.8274,60,Correspondente bancário,2019,6,28,CLT,1600.0,3.0,Alugada,415.0,3,2,Não,0
P001629,2025-11-01,22000.0,4734.4,0.2152,17265.6,0.7848,60,Revenda multimarca,2023,2,42,CLT,3809.39,80.0,Alugada,533.0,1,2,Não,0
P001630,2025-08-01,48400.0,4762.56,0.0984,43637.44,0.9016,24,Concessionária,2018,7,42,CLT,6820.12,9.0,Financiada,465.0,4,0,Sim,0
P001631,2025-12-01,26200.0,5682.78,0.2169,20517.22,0.7831,48,Correspondente bancário,2023,2,26,Servidor público,3785.16,83.0,Alugada,569.0,0,2,Sim,0
P001632,2025-07-01,29100.0,11107.47,0.3817,17992.53,0.6183,48,Revenda multimarca,2016,9,23,CLT,3741.42,26.0,Própria,540.0,2,1,Não,0
P001633,2025-12-01,22000.0,5106.2,0.2321,16893.8,0.7679,24,Digital,2023,2,34,Autônomo,2170.64,41.0,Familiar,493.0,2,5,Não,0
P001634,2025-07-01,60000.0,4494.0,0.0749,55506.0,0.9251,36,Concessionária,2024,1,75,CLT,15681.96,9.0,Financiada,653.0,0,0,Não,0
P001635,2025-10-01,36000.0,1335.6,0.0371,34664.4,0.9629,48,Concessionária,2022,3,29,CLT,2814.67,3.0,Própria,374.0,1,3,Não,0
P001636,2025-08-01,130000.0,29939.0,0.2303,100061.0,0.7697,24,Revenda multimarca,2019,6,42,Empresário,8958.16,43.0,Própria,712.0,0,2,Não,0
P001637,2025-07-01,44600.0,16363.74,0.3669,28236.26,0.6331,24,Revenda multimarca,2019,6,44,Autônomo,4163.43,41.0,Própria,825.0,0,0,Sim,0
P001638,2025-08-01,41500.0,4091.9,0.0986,37408.1,0.9014,60,Digital,2021,4,39,Servidor público,6080.22,252.0,Alugada,449.0,0,0,Sim,0
P001639,2025-12-01,38200.0,17312.24,0.4532,20887.76,0.5468,36,Revenda multimarca,2019,6,46,CLT,,112.0,Financiada,594.0,0,2,Não,0
P001640,2025-10-01,53300.0,5687.11,0.1067,47612.89,0.8933,60,Revenda multimarca,2024,1,52,Empresário,10616.53,22.0,Alugada,659.0,0,0,Sim,0
P001641,2025-12-01,43400.0,6514.34,0.1501,36885.66,0.8499,60,Revenda multimarca,2024,1,28,CLT,5615.95,10.0,Alugada,639.0,0,3,Não,0
P001642,2025-12-01,27000.0,11134.8,0.4124,15865.2,0.5876,60,Correspondente bancário,2013,12,42,Autônomo,3674.38,67.0,Própria,402.0,0,3,Não,0
P001643,2025-08-01,36500.0,9172.45,0.2513,27327.55,0.7487,60,Concessionária,2019,6,54,CLT,6057.69,,Financiada,751.0,0,2,Não,0
P001644,2025-10-01,29500.0,3982.5,0.135,25517.5,0.865,60,Concessionária,2020,5,43,Autônomo,4227.84,64.0,Própria,620.0,0,1,Não,0
P001645,2025-09-01,22000.0,2477.2,0.1126,19522.8,0.8874,48,Revenda multimarca,2016,9,34,CLT,1600.0,41.0,Financiada,,5,3,Não,0
P001646,2025-12-01,38200.0,8086.94,0.2117,30113.06,0.7883,48,Concessionária,2022,3,47,CLT,2932.84,6.0,Financiada,548.0,4,1,Sim,0
P001647,2025-07-01,32900.0,4168.43,0.1267,28731.57,0.8733,36,Concessionária,2023,2,27,CLT,4810.79,33.0,Financiada,451.0,3,3,Sim,0
P001648,2025-08-01,72100.0,29683.57,0.4117,42416.43,0.5883,60,Concessionária,2022,3,43,Servidor público,13185.23,168.0,Familiar,633.0,0,1,Não,0
P001649,2025-12-01,22000.0,8272.0,0.376,13728.0,0.624,36,Concessionária,2021,4,69,CLT,3376.16,24.0,Financiada,709.0,0,0,Não,0
P001650,2025-07-01,24800.0,10502.8,0.4235,14297.2,0.5765,24,Correspondente bancário,2019,6,44,Autônomo,2529.51,100.0,Alugada,450.0,1,3,Não,0
P001651,2025-11-01,77900.0,5211.51,0.0669,72688.49,0.9331,24,Revenda multimarca,2018,7,52,CLT,,21.0,Própria,675.0,1,1,Não,0
P001652,2025-11-01,23700.0,1189.74,0.0502,22510.26,0.9498,48,Revenda multimarca,2021,4,28,CLT,4535.69,,Alugada,467.0,1,1,Não,0
P001653,2025-12-01,92600.0,15316.04,0.1654,77283.96,0.8346,60,Concessionária,2023,2,45,CLT,16267.54,45.0,Alugada,856.0,0,1,Não,0
P001654,2025-07-01,47600.0,5788.16,0.1216,41811.84,0.8784,60,Concessionária,2021,4,43,CLT,,108.0,Financiada,,2,6,Não,0
P001655,2025-07-01,26700.0,7462.65,0.2795,19237.35,0.7205,36,Revenda multimarca,2024,1,34,Autônomo,,3.0,Familiar,694.0,2,1,Não,0
P001656,2025-07-01,47200.0,31524.88,0.6679,15675.12,0.3321,48,Concessionária,2022,3,54,Servidor público,7472.24,32.0,Alugada,599.0,1,0,Não,0
P001657,2025-11-01,22000.0,2043.8,0.0929,19956.2,0.9071,48,Correspondente bancário,2021,4,53,CLT,3765.7,22.0,Financiada,174.0,5,1,Sim,0
P001658,2025-07-01,65800.0,4967.9,0.0755,60832.1,0.9245,60,Concessionária,2022,3,32,CLT,6572.63,59.0,Própria,786.0,0,0,Não,0
P001659,2025-12-01,36800.0,11632.48,0.3161,25167.52,0.6839,36,Revenda multimarca,2023,2,29,CLT,3684.24,15.0,Familiar,401.0,5,5,Não,0
P001660,2025-10-01,39800.0,15565.78,0.3911,24234.22,0.6089,48,Correspondente bancário,2022,3,30,CLT,9176.49,,Financiada,720.0,0,2,Não,0
P001661,2025-07-01,22000.0,10164.0,0.462,11836.0,0.538,60,Concessionária,2025,0,23,Servidor público,7364.14,,Própria,385.0,5,5,Sim,0
P001662,2025-11-01,30600.0,8540.46,0.2791,22059.54,0.7209,24,Concessionária,2019,6,33,CLT,6295.27,18.0,Própria,590.0,0,0,Não,0
P001663,2025-07-01,59700.0,15247.38,0.2554,44452.62,0.7446,36,Concessionária,2023,2,24,Autônomo,4401.9,11.0,Familiar,639.0,0,1,Não,0
P001664,2025-09-01,36100.0,12288.44,0.3404,23811.56,0.6596,36,Digital,2019,6,40,Empresário,4768.19,218.0,Alugada,558.0,0,0,Não,0
P001665,2025-08-01,23900.0,9526.54,0.3986,14373.46,0.6014,24,Concessionária,2021,4,51,CLT,2986.43,97.0,Financiada,610.0,0,1,Não,0
P001666,2025-10-01,37100.0,10695.93,0.2883,26404.07,0.7117,36,Digital,2020,5,68,Aposentado,1874.73,127.0,Financiada,552.0,0,0,Não,0
P001667,2025-09-01,36500.0,5336.3,0.1462,31163.7,0.8538,60,Correspondente bancário,2019,6,34,CLT,2733.0,8.0,Financiada,276.0,3,4,Sim,0
P001668,2025-08-01,51200.0,7731.2,0.151,43468.8,0.849,36,Revenda multimarca,2021,4,61,Aposentado,5581.64,481.0,Financiada,582.0,0,3,Sim,0
P001669,2025-12-01,31700.0,8035.95,0.2535,23664.05,0.7465,36,Concessionária,2021,4,68,Aposentado,2006.49,149.0,Familiar,232.0,5,6,Sim,0
P001670,2025-12-01,37600.0,2150.72,0.0572,35449.28,0.9428,24,Concessionária,2021,4,35,Autônomo,3176.47,5.0,Própria,781.0,0,1,Não,0
P001671,2025-09-01,53200.0,6458.48,0.1214,46741.52,0.8786,24,Concessionária,2023,2,54,Aposentado,6557.14,54.0,Própria,911.0,0,1,Não,0
P001672,2025-09-01,52200.0,13608.54,0.2607,38591.46,0.7393,24,Revenda multimarca,2022,3,36,Autônomo,4782.86,94.0,Familiar,457.0,1,1,Sim,0
P001673,2025-09-01,54100.0,4998.84,0.0924,49101.16,0.9076,60,Revenda multimarca,2023,2,60,Aposentado,5987.2,25.0,Financiada,502.0,4,0,Sim,0
P001674,2025-11-01,22000.0,2312.2,0.1051,19687.8,0.8949,36,Concessionária,2023,2,40,CLT,2746.16,128.0,Alugada,554.0,0,1,Não,0
P001675,2025-10-01,27900.0,558.0,0.02,27342.0,0.98,48,Revenda multimarca,2018,7,75,Autônomo,,,Própria,304.0,5,3,Sim,0
P001676,2025-10-01,34000.0,1570.8,0.0462,32429.2,0.9538,48,Revenda multimarca,2023,2,40,Servidor público,2261.93,35.0,Financiada,313.0,5,2,Sim,0
P001677,2025-10-01,52600.0,10088.68,0.1918,42511.32,0.8082,24,Digital,2024,1,72,CLT,11014.95,156.0,Familiar,359.0,2,1,Não,0
P001678,2025-12-01,55100.0,18105.86,0.3286,36994.14,0.6714,48,Concessionária,2024,1,51,Servidor público,11592.12,100.0,Financiada,364.0,4,2,Sim,0
P001679,2025-10-01,22000.0,1093.4,0.0497,20906.6,0.9503,48,Revenda multimarca,2017,8,33,CLT,1600.0,58.0,Financiada,192.0,5,2,Sim,0
P001680,2025-11-01,22000.0,4217.4,0.1917,17782.6,0.8083,48,Concessionária,2020,5,32,Autônomo,2613.34,56.0,Própria,835.0,0,2,Não,0
P001681,2025-10-01,29000.0,2705.7,0.0933,26294.3,0.9067,60,Digital,2024,1,49,CLT,3949.71,23.0,Financiada,612.0,0,0,Não,0
P001682,2025-07-01,29600.0,18289.84,0.6179,11310.16,0.3821,48,Revenda multimarca,2020,5,32,CLT,2720.3,8.0,Familiar,492.0,2,1,Não,0
P001683,2025-08-01,32200.0,8478.26,0.2633,23721.74,0.7367,60,Revenda multimarca,2020,5,46,CLT,2278.94,205.0,Financiada,402.0,4,3,Não,0
P001684,2025-11-01,94900.0,32275.49,0.3401,62624.51,0.6599,36,Concessionária,2020,5,48,CLT,17396.39,80.0,Própria,,0,0,Não,0
P001685,2025-12-01,38100.0,10584.18,0.2778,27515.82,0.7222,48,Digital,2024,1,33,CLT,3301.91,18.0,Financiada,830.0,0,3,Sim,0
P001686,2025-09-01,22000.0,4360.4,0.1982,17639.6,0.8018,60,Digital,2021,4,49,CLT,3902.87,6.0,Familiar,441.0,2,0,Não,0
P001687,2025-09-01,51900.0,13483.62,0.2598,38416.38,0.7402,36,Concessionária,2023,2,29,CLT,,33.0,Alugada,556.0,0,0,Não,0
P001688,2025-10-01,27900.0,2547.27,0.0913,25352.73,0.9087,24,Correspondente bancário,2018,7,32,Autônomo,1722.19,13.0,Financiada,693.0,0,3,Não,0
P001689,2025-11-01,82600.0,28521.78,0.3453,54078.22,0.6547,48,Concessionária,2017,8,29,CLT,8492.61,11.0,Alugada,,0,1,Não,0
P001690,2025-11-01,28700.0,3802.75,0.1325,24897.25,0.8675,48,Digital,2023,2,33,CLT,1600.0,26.0,Financiada,187.0,5,4,Não,0
P001691,2025-12-01,73800.0,18235.98,0.2471,55564.02,0.7529,60,Revenda multimarca,2021,4,48,Servidor público,6724.54,99.0,Financiada,501.0,2,4,Não,0
P001692,2025-08-01,65300.0,14535.78,0.2226,50764.22,0.7774,48,Concessionária,2013,12,64,Aposentado,5220.22,113.0,Alugada,414.0,3,2,Sim,0
P001693,2025-08-01,30900.0,8670.54,0.2806,22229.46,0.7194,48,Concessionária,2021,4,64,CLT,5542.01,7.0,Alugada,665.0,1,0,Não,0
P001694,2025-09-01,22000.0,13813.8,0.6279,8186.2,0.3721,24,Digital,2025,0,24,Autônomo,1778.83,26.0,Própria,490.0,1,2,Não,0
P001695,2025-09-01,30100.0,20513.15,0.6815,9586.85,0.3185,36,Concessionária,2022,3,33,CLT,2958.06,45.0,Própria,629.0,0,6,Não,0
P001696,2025-09-01,38000.0,1732.8,0.0456,36267.2,0.9544,36,Correspondente bancário,2016,9,44,CLT,9055.63,14.0,Familiar,451.0,1,1,Não,0
P001697,2025-12-01,30200.0,3023.02,0.1001,27176.98,0.8999,36,Concessionária,2016,9,28,Empresário,2353.13,86.0,Familiar,521.0,2,1,Sim,0
