id_proposta,pd,score_1a10,decisao,taxa_am,prazo_meses,pct_entrada_minima
P002878,0.690302,1,NEGAR,,,
P002879,0.386615,1,NEGAR,,,
P002880,0.086259,5,APROVAR,0.0282,60,0.21
P002881,0.077415,6,APROVAR,0.0265,36,0.21
P002882,0.669647,1,NEGAR,,,
P002883,0.056054,7,APROVAR,0.0256,24,0.0
P002884,0.047008,8,APROVAR,0.0247,60,0.0
P002885,0.053311,8,APROVAR,0.0247,36,0.0
P002886,0.544633,1,NEGAR,,,
P002887,0.392321,1,NEGAR,,,
P002888,0.230895,2,NEGAR,,,
P002889,0.153865,3,NEGAR,,,
P002890,0.131626,4,NEGAR,,,
P002891,0.032973,10,APROVAR,0.0227,36,0.0
P002892,0.049815,8,APROVAR,0.0247,60,0.0
P002893,0.502928,1,NEGAR,,,
P002894,0.628365,1,NEGAR,,,
P002895,0.26375,2,NEGAR,,,
P002896,0.093819,5,APROVAR,0.0282,60,0.21
P002897,0.12756,4,NEGAR,,,
P002898,0.245596,2,NEGAR,,,
P002899,0.190544,3,NEGAR,,,
P002900,0.086681,5,APROVAR,0.0282,36,0.21
P002901,0.126148,4,NEGAR,,,
P002902,0.043733,9,APROVAR,0.0236,48,0.0
P002903,0.241555,2,NEGAR,,,
P002904,0.245807,2,NEGAR,,,
P002905,0.104745,5,APROVAR,0.0282,60,0.21
P002906,0.166715,3,NEGAR,,,
P002907,0.151346,3,NEGAR,,,
P002908,0.035308,10,APROVAR,0.0227,24,0.0
P002909,0.096294,5,APROVAR,0.0282,48,0.21
P002910,0.453229,1,NEGAR,,,
P002911,0.206578,3,NEGAR,,,
P002912,0.034751,10,APROVAR,0.0227,48,0.0
P002913,0.021083,10,APROVAR,0.0227,24,0.0
P002914,0.044339,9,APROVAR,0.0236,60,0.0
P002915,0.216516,2,NEGAR,,,
P002916,0.039994,9,APROVAR,0.0236,36,0.0
P002917,0.090791,5,APROVAR,0.0282,36,0.21
P002918,0.240434,2,NEGAR,,,
P002919,0.345112,1,NEGAR,,,
P002920,0.030979,10,APROVAR,0.0227,48,0.0
P002921,0.041671,9,APROVAR,0.0236,36,0.0
P002922,0.035361,10,APROVAR,0.0227,36,0.0
P002923,0.438887,1,NEGAR,,,
P002924,0.376375,1,NEGAR,,,
P002925,0.109407,4,NEGAR,,,
P002926,0.381543,1,NEGAR,,,
P002927,0.319235,1,NEGAR,,,
P002928,0.088502,5,APROVAR,0.0282,36,0.21
P002929,0.054934,7,APROVAR,0.0256,36,0.0
P002930,0.021747,10,APROVAR,0.0227,48,0.0
P002931,0.042651,9,APROVAR,0.0236,36,0.0
P002932,0.229215,2,NEGAR,,,
P002933,0.03176,10,APROVAR,0.0227,24,0.0
P002934,0.032674,10,APROVAR,0.0227,60,0.0
P002935,0.026365,10,APROVAR,0.0227,36,0.0
P002936,0.202361,3,NEGAR,,,
P002937,0.036574,10,APROVAR,0.0227,24,0.0
P002938,0.036865,10,APROVAR,0.0227,36,0.0
P002939,0.153662,3,NEGAR,,,
P002940,0.144533,3,NEGAR,,,
P002941,0.128086,4,NEGAR,,,
P002942,0.073331,6,APROVAR,0.0265,24,0.21
P002943,0.29237,2,NEGAR,,,
P002944,0.122284,4,NEGAR,,,
P002945,0.041508,9,APROVAR,0.0236,60,0.0
P002946,0.036783,10,APROVAR,0.0227,48,0.0
P002947,0.025192,10,APROVAR,0.0227,36,0.0
P002948,0.030428,10,APROVAR,0.0227,24,0.0
P002949,0.032521,10,APROVAR,0.0227,24,0.0
P002950,0.034031,10,APROVAR,0.0227,36,0.0
P002951,0.260459,2,NEGAR,,,
P002952,0.289244,2,NEGAR,,,
P002953,0.065675,7,APROVAR,0.0256,60,0.0
P002954,0.042808,9,APROVAR,0.0236,36,0.0
P002955,0.316209,1,NEGAR,,,
P002956,0.055099,7,APROVAR,0.0256,60,0.0
P002957,0.055246,7,APROVAR,0.0256,48,0.0
P002958,0.231629,2,NEGAR,,,
P002959,0.039614,9,APROVAR,0.0236,48,0.0
P002960,0.111184,4,NEGAR,,,
P002961,0.047476,8,APROVAR,0.0247,60,0.0
P002962,0.133137,4,NEGAR,,,
P002963,0.229452,2,NEGAR,,,
P002964,0.037954,9,APROVAR,0.0236,36,0.0
P002965,0.112958,4,NEGAR,,,
P002966,0.036949,9,APROVAR,0.0236,48,0.0
P002967,0.05558,7,APROVAR,0.0256,36,0.0
P002968,0.296928,2,NEGAR,,,
P002969,0.608854,1,NEGAR,,,
P002970,0.24507,2,NEGAR,,,
P002971,0.271911,2,NEGAR,,,
P002972,0.083765,6,APROVAR,0.0265,24,0.21
P002973,0.234839,2,NEGAR,,,
P002974,0.038877,9,APROVAR,0.0236,60,0.0
P002975,0.040372,9,APROVAR,0.0236,48,0.0
P002976,0.422422,1,NEGAR,,,
P002977,0.336567,1,NEGAR,,,
P002978,0.049327,8,APROVAR,0.0247,36,0.0
P002979,0.188332,3,NEGAR,,,
P002980,0.030818,10,APROVAR,0.0227,36,0.0
P002981,0.209427,3,NEGAR,,,
P002982,0.072549,6,APROVAR,0.0265,36,0.21
P002983,0.063114,7,APROVAR,0.0256,24,0.0
P002984,0.087896,5,APROVAR,0.0282,24,0.21
P002985,0.043624,9,APROVAR,0.0236,48,0.0
P002986,0.550325,1,NEGAR,,,
P002987,0.058125,7,APROVAR,0.0256,36,0.0
P002988,0.245678,2,NEGAR,,,
P002989,0.486742,1,NEGAR,,,
P002990,0.570021,1,NEGAR,,,
P002991,0.065017,7,APROVAR,0.0256,36,0.0
P002992,0.054673,7,APROVAR,0.0256,24,0.0
P002993,0.209866,2,NEGAR,,,
P002994,0.271331,2,NEGAR,,,
P002995,0.193415,3,NEGAR,,,
P002996,0.050166,8,APROVAR,0.0247,36,0.0
P002997,0.21583,2,NEGAR,,,
P002998,0.172363,3,NEGAR,,,
P002999,0.240219,2,NEGAR,,,
P003000,0.040195,9,APROVAR,0.0236,24,0.0
P003001,0.258151,2,NEGAR,,,
P003002,0.044543,9,APROVAR,0.0236,24,0.0
P003003,0.171521,3,NEGAR,,,
P003004,0.692372,1,NEGAR,,,
P003005,0.050842,8,APROVAR,0.0247,48,0.0
P003006,0.034633,10,APROVAR,0.0227,36,0.0
P003007,0.032547,10,APROVAR,0.0227,60,0.0
P003008,0.051728,8,APROVAR,0.0247,60,0.0
P003009,0.043391,9,APROVAR,0.0236,48,0.0
P003010,0.04881,8,APROVAR,0.0247,24,0.0
P003011,0.055484,7,APROVAR,0.0256,48,0.0
P003012,0.034665,10,APROVAR,0.0227,60,0.0
P003013,0.049197,8,APROVAR,0.0247,24,0.0
P003014,0.213287,2,NEGAR,,,
P003015,0.282617,2,NEGAR,,,
P003016,0.33774,1,NEGAR,,,
P003017,0.071283,6,APROVAR,0.0265,60,0.21
P003018,0.655661,1,NEGAR,,,
P003019,0.273497,2,NEGAR,,,
P003020,0.071575,6,APROVAR,0.0265,24,0.21
P003021,0.100762,5,APROVAR,0.0282,24,0.21
P003022,0.110459,4,NEGAR,,,
P003023,0.153751,3,NEGAR,,,
P003024,0.028129,10,APROVAR,0.0227,48,0.0
P003025,0.041939,9,APROVAR,0.0236,36,0.0
P003026,0.138463,4,NEGAR,,,
P003027,0.060112,7,APROVAR,0.0256,36,0.0
P003028,0.817295,1,NEGAR,,,
P003029,0.247554,2,NEGAR,,,
P003030,0.042115,9,APROVAR,0.0236,36,0.0
P003031,0.060866,7,APROVAR,0.0256,48,0.0
P003032,0.108492,4,NEGAR,,,
P003033,0.078315,6,APROVAR,0.0265,60,0.21
P003034,0.039345,9,APROVAR,0.0236,36,0.0
P003035,0.666864,1,NEGAR,,,
P003036,0.057418,7,APROVAR,0.0256,48,0.0
P003037,0.021214,10,APROVAR,0.0227,48,0.0
P003038,0.249126,2,NEGAR,,,
P003039,0.065402,7,APROVAR,0.0256,36,0.0
P003040,0.056721,7,APROVAR,0.0256,48,0.0
P003041,0.544935,1,NEGAR,,,
P003042,0.417162,1,NEGAR,,,
P003043,0.05354,8,APROVAR,0.0247,24,0.0
P003044,0.052743,8,APROVAR,0.0247,48,0.0
P003045,0.135077,4,NEGAR,,,
P003046,0.057477,7,APROVAR,0.0256,36,0.0
P003047,0.292615,2,NEGAR,,,
P003048,0.067249,6,APROVAR,0.0265,60,0.21
P003049,0.066659,6,APROVAR,0.0265,48,0.21
P003050,0.070819,6,APROVAR,0.0265,60,0.21
P003051,0.413662,1,NEGAR,,,
P003052,0.022407,10,APROVAR,0.0227,60,0.0
P003053,0.045287,8,APROVAR,0.0247,60,0.0
P003054,0.052018,8,APROVAR,0.0247,60,0.0
P003055,0.303006,1,NEGAR,,,
P003056,0.407436,1,NEGAR,,,
P003057,0.03668,10,APROVAR,0.0227,24,0.0
P003058,0.039896,9,APROVAR,0.0236,36,0.0
P003059,0.059336,7,APROVAR,0.0256,24,0.0
P003060,0.039888,9,APROVAR,0.0236,24,0.0
P003061,0.092467,5,APROVAR,0.0282,48,0.21
P003062,0.277305,2,NEGAR,,,
P003063,0.026345,10,APROVAR,0.0227,24,0.0
P003064,0.080755,6,APROVAR,0.0265,60,0.21
P003065,0.036877,10,APROVAR,0.0227,60,0.0
P003066,0.051008,8,APROVAR,0.0247,60,0.0
P003067,0.082751,6,APROVAR,0.0265,60,0.21
P003068,0.217939,2,NEGAR,,,
P003069,0.024284,10,APROVAR,0.0227,24,0.0
P003070,0.355892,1,NEGAR,,,
P003071,0.052976,8,APROVAR,0.0247,60,0.0
P003072,0.19274,3,NEGAR,,,
P003073,0.168317,3,NEGAR,,,
P003074,0.233668,2,NEGAR,,,
P003075,0.065694,7,APROVAR,0.0256,36,0.0
P003076,0.20161,3,NEGAR,,,
P003077,0.262971,2,NEGAR,,,
P003078,0.433934,1,NEGAR,,,
P003079,0.484288,1,NEGAR,,,
P003080,0.039949,9,APROVAR,0.0236,24,0.0
P003081,0.079524,6,APROVAR,0.0265,60,0.21
P003082,0.054912,7,APROVAR,0.0256,36,0.0
P003083,0.040448,9,APROVAR,0.0236,60,0.0
P003084,0.288026,2,NEGAR,,,
P003085,0.06248,7,APROVAR,0.0256,48,0.0
P003086,0.082362,6,APROVAR,0.0265,60,0.21
P003087,0.061677,7,APROVAR,0.0256,36,0.0
P003088,0.179797,3,NEGAR,,,
P003089,0.057597,7,APROVAR,0.0256,36,0.0
P003090,0.481034,1,NEGAR,,,
P003091,0.027401,10,APROVAR,0.0227,60,0.0
P003092,0.533807,1,NEGAR,,,
P003093,0.03584,10,APROVAR,0.0227,60,0.0
P003094,0.087211,5,APROVAR,0.0282,48,0.21
P003095,0.069312,6,APROVAR,0.0265,24,0.21
P003096,0.292913,2,NEGAR,,,
P003097,0.028891,10,APROVAR,0.0227,24,0.0
P003098,0.07017,6,APROVAR,0.0265,60,0.21
P003099,0.053504,8,APROVAR,0.0247,48,0.0
P003100,0.241718,2,NEGAR,,,
P003101,0.044857,8,APROVAR,0.0247,48,0.0
P003102,0.790974,1,NEGAR,,,
P003103,0.51985,1,NEGAR,,,
P003104,0.195578,3,NEGAR,,,
P003105,0.046615,8,APROVAR,0.0247,60,0.0
P003106,0.032084,10,APROVAR,0.0227,36,0.0
P003107,0.103549,5,APROVAR,0.0282,60,0.21
P003108,0.138504,4,NEGAR,,,
P003109,0.100378,5,APROVAR,0.0282,60,0.21
P003110,0.047874,8,APROVAR,0.0247,48,0.0
P003111,0.1903,3,NEGAR,,,
P003112,0.072261,6,APROVAR,0.0265,60,0.21
P003113,0.120001,4,NEGAR,,,
P003114,0.033215,10,APROVAR,0.0227,60,0.0
P003115,0.025013,10,APROVAR,0.0227,60,0.0
P003116,0.17487,3,NEGAR,,,
P003117,0.046284,8,APROVAR,0.0247,36,0.0
P003118,0.325155,1,NEGAR,,,
P003119,0.315829,1,NEGAR,,,
P003120,0.038131,9,APROVAR,0.0236,60,0.0
P003121,0.285282,2,NEGAR,,,
P003122,0.037534,9,APROVAR,0.0236,36,0.0
P003123,0.517064,1,NEGAR,,,
P003124,0.301223,2,NEGAR,,,
P003125,0.028839,10,APROVAR,0.0227,48,0.0
P003126,0.090249,5,APROVAR,0.0282,24,0.21
P003127,0.286892,2,NEGAR,,,
P003128,0.243289,2,NEGAR,,,
P003129,0.058151,7,APROVAR,0.0256,48,0.0
P003130,0.072658,6,APROVAR,0.0265,36,0.21
P003131,0.151646,3,NEGAR,,,
P003132,0.050467,8,APROVAR,0.0247,24,0.0
P003133,0.073741,6,APROVAR,0.0265,48,0.21
P003134,0.39613,1,NEGAR,,,
P003135,0.037451,9,APROVAR,0.0236,24,0.0
P003136,0.183102,3,NEGAR,,,
P003137,0.050084,8,APROVAR,0.0247,36,0.0
P003138,0.127532,4,NEGAR,,,
P003139,0.181185,3,NEGAR,,,
P003140,0.086927,5,APROVAR,0.0282,24,0.21
P003141,0.080967,6,APROVAR,0.0265,48,0.21
P003142,0.052842,8,APROVAR,0.0247,60,0.0
P003143,0.347031,1,NEGAR,,,
P003144,0.178446,3,NEGAR,,,
P003145,0.10539,5,APROVAR,0.0282,48,0.21
P003146,0.161289,3,NEGAR,,,
P003147,0.381355,1,NEGAR,,,
P003148,0.126822,4,NEGAR,,,
P003149,0.182368,3,NEGAR,,,
P003150,0.25799,2,NEGAR,,,
P003151,0.035405,10,APROVAR,0.0227,24,0.0
P003152,0.205423,3,NEGAR,,,
P003153,0.211155,2,NEGAR,,,
P003154,0.260808,2,NEGAR,,,
P003155,0.299336,2,NEGAR,,,
P003156,0.412831,1,NEGAR,,,
P003157,0.060167,7,APROVAR,0.0256,36,0.0
P003158,0.031924,10,APROVAR,0.0227,60,0.0
P003159,0.133441,4,NEGAR,,,
P003160,0.047857,8,APROVAR,0.0247,36,0.0
P003161,0.04078,9,APROVAR,0.0236,60,0.0
P003162,0.034793,10,APROVAR,0.0227,48,0.0
P003163,0.300815,2,NEGAR,,,
P003164,0.034479,10,APROVAR,0.0227,60,0.0
P003165,0.1926,3,NEGAR,,,
P003166,0.093725,5,APROVAR,0.0282,24,0.21
P003167,0.177726,3,NEGAR,,,
P003168,0.152048,3,NEGAR,,,
P003169,0.373347,1,NEGAR,,,
P003170,0.031391,10,APROVAR,0.0227,24,0.0
P003171,0.113869,4,NEGAR,,,
P003172,0.064903,7,APROVAR,0.0256,36,0.0
P003173,0.037404,9,APROVAR,0.0236,60,0.0
P003174,0.21125,2,NEGAR,,,
P003175,0.417145,1,NEGAR,,,
P003176,0.031876,10,APROVAR,0.0227,60,0.0
P003177,0.231941,2,NEGAR,,,
P003178,0.514296,1,NEGAR,,,
P003179,0.155164,3,NEGAR,,,
P003180,0.056363,7,APROVAR,0.0256,48,0.0
P003181,0.060165,7,APROVAR,0.0256,60,0.0
P003182,0.498349,1,NEGAR,,,
P003183,0.19534,3,NEGAR,,,
P003184,0.11102,4,NEGAR,,,
P003185,0.029164,10,APROVAR,0.0227,36,0.0
P003186,0.327902,1,NEGAR,,,
P003187,0.0738,6,APROVAR,0.0265,24,0.21
P003188,0.020361,10,APROVAR,0.0227,36,0.0
P003189,0.078395,6,APROVAR,0.0265,60,0.21
P003190,0.033912,10,APROVAR,0.0227,36,0.0
P003191,0.330589,1,NEGAR,,,
P003192,0.061387,7,APROVAR,0.0256,60,0.0
P003193,0.260744,2,NEGAR,,,
P003194,0.139994,4,NEGAR,,,
P003195,0.106104,5,APROVAR,0.0282,36,0.21
P003196,0.415113,1,NEGAR,,,
P003197,0.230715,2,NEGAR,,,
P003198,0.031959,10,APROVAR,0.0227,60,0.0
P003199,0.039679,9,APROVAR,0.0236,36,0.0
P003200,0.099274,5,APROVAR,0.0282,48,0.21
P003201,0.055545,7,APROVAR,0.0256,48,0.0
P003202,0.324479,1,NEGAR,,,
P003203,0.045928,8,APROVAR,0.0247,24,0.0
P003204,0.226716,2,NEGAR,,,
P003205,0.032028,10,APROVAR,0.0227,48,0.0
P003206,0.305544,1,NEGAR,,,
P003207,0.073776,6,APROVAR,0.0265,24,0.21
P003208,0.063058,7,APROVAR,0.0256,60,0.0
P003209,0.028573,10,APROVAR,0.0227,36,0.0
P003210,0.068243,6,APROVAR,0.0265,48,0.21
P003211,0.026007,10,APROVAR,0.0227,48,0.0
P003212,0.035538,10,APROVAR,0.0227,48,0.0
P003213,0.052532,8,APROVAR,0.0247,48,0.0
P003214,0.048376,8,APROVAR,0.0247,60,0.0
P003215,0.057795,7,APROVAR,0.0256,48,0.0
P003216,0.205407,3,NEGAR,,,
P003217,0.323363,1,NEGAR,,,
P003218,0.034549,10,APROVAR,0.0227,60,0.0
P003219,0.049356,8,APROVAR,0.0247,60,0.0
P003220,0.193285,3,NEGAR,,,
P003221,0.384303,1,NEGAR,,,
P003222,0.571831,1,NEGAR,,,
P003223,0.257587,2,NEGAR,,,
P003224,0.272386,2,NEGAR,,,
P003225,0.045823,8,APROVAR,0.0247,36,0.0
P003226,0.093222,5,APROVAR,0.0282,48,0.21
P003227,0.135351,4,NEGAR,,,
P003228,0.052806,8,APROVAR,0.0247,24,0.0
P003229,0.044454,9,APROVAR,0.0236,48,0.0
P003230,0.082422,6,APROVAR,0.0265,48,0.21
P003231,0.044518,9,APROVAR,0.0236,36,0.0
P003232,0.041774,9,APROVAR,0.0236,48,0.0
P003233,0.294055,2,NEGAR,,,
P003234,0.085631,5,APROVAR,0.0282,24,0.21
P003235,0.082114,6,APROVAR,0.0265,48,0.21
P003236,0.026427,10,APROVAR,0.0227,36,0.0
P003237,0.031939,10,APROVAR,0.0227,60,0.0
P003238,0.071888,6,APROVAR,0.0265,48,0.21
P003239,0.056725,7,APROVAR,0.0256,36,0.0
P003240,0.057147,7,APROVAR,0.0256,48,0.0
P003241,0.050828,8,APROVAR,0.0247,48,0.0
P003242,0.154213,3,NEGAR,,,
P003243,0.253641,2,NEGAR,,,
P003244,0.481472,1,NEGAR,,,
P003245,0.606376,1,NEGAR,,,
P003246,0.499777,1,NEGAR,,,
P003247,0.213496,2,NEGAR,,,
P003248,0.080812,6,APROVAR,0.0265,24,0.21
P003249,0.036626,10,APROVAR,0.0227,24,0.0
P003250,0.038283,9,APROVAR,0.0236,48,0.0
P003251,0.26523,2,NEGAR,,,
P003252,0.051157,8,APROVAR,0.0247,48,0.0
P003253,0.160637,3,NEGAR,,,
P003254,0.097456,5,APROVAR,0.0282,60,0.21
P003255,0.342117,1,NEGAR,,,
P003256,0.300488,2,NEGAR,,,
P003257,0.052415,8,APROVAR,0.0247,24,0.0
P003258,0.336133,1,NEGAR,,,
P003259,0.245978,2,NEGAR,,,
P003260,0.227537,2,NEGAR,,,
P003261,0.060859,7,APROVAR,0.0256,24,0.0
P003262,0.038815,9,APROVAR,0.0236,36,0.0
P003263,0.098159,5,APROVAR,0.0282,60,0.21
P003264,0.051744,8,APROVAR,0.0247,60,0.0
P003265,0.080499,6,APROVAR,0.0265,60,0.21
P003266,0.050138,8,APROVAR,0.0247,36,0.0
P003267,0.121731,4,NEGAR,,,
P003268,0.200608,3,NEGAR,,,
P003269,0.131314,4,NEGAR,,,
P003270,0.045802,8,APROVAR,0.0247,60,0.0
P003271,0.061435,7,APROVAR,0.0256,48,0.0
P003272,0.034929,10,APROVAR,0.0227,36,0.0
P003273,0.04272,9,APROVAR,0.0236,24,0.0
P003274,0.205899,3,NEGAR,,,
P003275,0.039301,9,APROVAR,0.0236,48,0.0
P003276,0.139564,4,NEGAR,,,
P003277,0.062039,7,APROVAR,0.0256,36,0.0
P003278,0.366747,1,NEGAR,,,
P003279,0.043272,9,APROVAR,0.0236,36,0.0
P003280,0.069067,6,APROVAR,0.0265,36,0.21
P003281,0.231927,2,NEGAR,,,
P003282,0.091468,5,APROVAR,0.0282,24,0.21
P003283,0.339618,1,NEGAR,,,
P003284,0.036751,10,APROVAR,0.0227,36,0.0
P003285,0.48184,1,NEGAR,,,
P003286,0.160317,3,NEGAR,,,
P003287,0.454395,1,NEGAR,,,
P003288,0.050414,8,APROVAR,0.0247,24,0.0
P003289,0.034986,10,APROVAR,0.0227,36,0.0
P003290,0.058582,7,APROVAR,0.0256,24,0.0
P003291,0.482979,1,NEGAR,,,
P003292,0.041053,9,APROVAR,0.0236,60,0.0
P003293,0.067847,6,APROVAR,0.0265,24,0.21
P003294,0.431163,1,NEGAR,,,
P003295,0.054217,7,APROVAR,0.0256,24,0.0
P003296,0.271807,2,NEGAR,,,
P003297,0.156188,3,NEGAR,,,
P003298,0.180839,3,NEGAR,,,
P003299,0.132365,4,NEGAR,,,
P003300,0.054369,7,APROVAR,0.0256,60,0.0
P003301,0.067495,6,APROVAR,0.0265,24,0.21
P003302,0.125598,4,NEGAR,,,
P003303,0.092541,5,APROVAR,0.0282,60,0.21
P003304,0.063554,7,APROVAR,0.0256,24,0.0
P003305,0.583997,1,NEGAR,,,
P003306,0.035933,10,APROVAR,0.0227,48,0.0
P003307,0.038921,9,APROVAR,0.0236,48,0.0
P003308,0.043148,9,APROVAR,0.0236,24,0.0
P003309,0.338157,1,NEGAR,,,
P003310,0.112613,4,NEGAR,,,
P003311,0.294571,2,NEGAR,,,
P003312,0.219862,2,NEGAR,,,
P003313,0.03861,9,APROVAR,0.0236,36,0.0
P003314,0.366015,1,NEGAR,,,
P003315,0.135203,4,NEGAR,,,
P003316,0.135702,4,NEGAR,,,
P003317,0.345249,1,NEGAR,,,
P003318,0.364046,1,NEGAR,,,
P003319,0.048615,8,APROVAR,0.0247,24,0.0
P003320,0.053779,8,APROVAR,0.0247,36,0.0
P003321,0.04316,9,APROVAR,0.0236,60,0.0
P003322,0.06715,6,APROVAR,0.0265,24,0.21
P003323,0.065972,7,APROVAR,0.0256,36,0.0
P003324,0.590346,1,NEGAR,,,
P003325,0.30569,1,NEGAR,,,
P003326,0.038297,9,APROVAR,0.0236,24,0.0
P003327,0.065287,7,APROVAR,0.0256,48,0.0
P003328,0.050844,8,APROVAR,0.0247,48,0.0
P003329,0.037541,9,APROVAR,0.0236,24,0.0
P003330,0.125222,4,NEGAR,,,
P003331,0.327125,1,NEGAR,,,
P003332,0.035155,10,APROVAR,0.0227,60,0.0
P003333,0.24928,2,NEGAR,,,
P003334,0.107601,4,NEGAR,,,
P003335,0.223589,2,NEGAR,,,
P003336,0.06648,6,APROVAR,0.0265,48,0.21
P003337,0.291399,2,NEGAR,,,
P003338,0.072674,6,APROVAR,0.0265,36,0.21
P003339,0.329611,1,NEGAR,,,
P003340,0.21505,2,NEGAR,,,
P003341,0.495776,1,NEGAR,,,
P003342,0.330706,1,NEGAR,,,
P003343,0.067284,6,APROVAR,0.0265,48,0.21
P003344,0.27247,2,NEGAR,,,
P003345,0.113913,4,NEGAR,,,
P003346,0.040836,9,APROVAR,0.0236,48,0.0
P003347,0.029654,10,APROVAR,0.0227,60,0.0
P003348,0.561396,1,NEGAR,,,
P003349,0.040728,9,APROVAR,0.0236,48,0.0
P003350,0.244421,2,NEGAR,,,
P003351,0.578527,1,NEGAR,,,
P003352,0.06437,7,APROVAR,0.0256,48,0.0
P003353,0.054029,8,APROVAR,0.0247,48,0.0
P003354,0.050976,8,APROVAR,0.0247,36,0.0
P003355,0.334653,1,NEGAR,,,
P003356,0.229007,2,NEGAR,,,
P003357,0.050904,8,APROVAR,0.0247,60,0.0
P003358,0.064921,7,APROVAR,0.0256,48,0.0
P003359,0.08325,6,APROVAR,0.0265,36,0.21
P003360,0.046506,8,APROVAR,0.0247,36,0.0
P003361,0.099056,5,APROVAR,0.0282,36,0.21
P003362,0.059195,7,APROVAR,0.0256,60,0.0
P003363,0.120991,4,NEGAR,,,
P003364,0.056532,7,APROVAR,0.0256,36,0.0
P003365,0.395482,1,NEGAR,,,
P003366,0.137839,4,NEGAR,,,
P003367,0.276403,2,NEGAR,,,
P003368,0.215963,2,NEGAR,,,
P003369,0.236159,2,NEGAR,,,
P003370,0.084235,5,APROVAR,0.0282,48,0.21
P003371,0.102253,5,APROVAR,0.0282,48,0.21
P003372,0.039235,9,APROVAR,0.0236,60,0.0
P003373,0.040467,9,APROVAR,0.0236,48,0.0
P003374,0.106014,5,APROVAR,0.0282,36,0.21
P003375,0.139826,4,NEGAR,,,
P003376,0.087915,5,APROVAR,0.0282,48,0.21
P003377,0.101023,5,APROVAR,0.0282,24,0.21
P003378,0.084879,5,APROVAR,0.0282,60,0.21
P003379,0.057147,7,APROVAR,0.0256,48,0.0
P003380,0.23964,2,NEGAR,,,
P003381,0.028125,10,APROVAR,0.0227,60,0.0
P003382,0.298982,2,NEGAR,,,
P003383,0.165237,3,NEGAR,,,
P003384,0.544229,1,NEGAR,,,
P003385,0.084773,5,APROVAR,0.0282,36,0.21
P003386,0.114163,4,NEGAR,,,
P003387,0.634767,1,NEGAR,,,
P003388,0.269167,2,NEGAR,,,
P003389,0.07195,6,APROVAR,0.0265,36,0.21
P003390,0.106713,4,NEGAR,,,
P003391,0.215183,2,NEGAR,,,
P003392,0.194561,3,NEGAR,,,
P003393,0.090797,5,APROVAR,0.0282,36,0.21
P003394,0.038614,9,APROVAR,0.0236,24,0.0
P003395,0.113605,4,NEGAR,,,
P003396,0.242317,2,NEGAR,,,
P003397,0.039647,9,APROVAR,0.0236,48,0.0
P003398,0.050443,8,APROVAR,0.0247,48,0.0
P003399,0.041097,9,APROVAR,0.0236,60,0.0
P003400,0.188444,3,NEGAR,,,
P003401,0.196626,3,NEGAR,,,
P003402,0.03568,10,APROVAR,0.0227,24,0.0
P003403,0.112903,4,NEGAR,,,
P003404,0.046458,8,APROVAR,0.0247,36,0.0
P003405,0.047757,8,APROVAR,0.0247,24,0.0
P003406,0.328616,1,NEGAR,,,
P003407,0.056673,7,APROVAR,0.0256,24,0.0
P003408,0.100656,5,APROVAR,0.0282,24,0.21
P003409,0.182084,3,NEGAR,,,
P003410,0.038826,9,APROVAR,0.0236,36,0.0
P003411,0.266565,2,NEGAR,,,
P003412,0.211621,2,NEGAR,,,
P003413,0.143338,3,NEGAR,,,
P003414,0.173504,3,NEGAR,,,
P003415,0.36104,1,NEGAR,,,
P003416,0.053252,8,APROVAR,0.0247,48,0.0
P003417,0.546699,1,NEGAR,,,
P003418,0.14992,3,NEGAR,,,
P003419,0.352662,1,NEGAR,,,
P003420,0.035242,10,APROVAR,0.0227,48,0.0
P003421,0.042706,9,APROVAR,0.0236,48,0.0
P003422,0.057947,7,APROVAR,0.0256,24,0.0
P003423,0.24121,2,NEGAR,,,
P003424,0.256481,2,NEGAR,,,
P003425,0.12291,4,NEGAR,,,
P003426,0.173989,3,NEGAR,,,
P003427,0.066141,7,APROVAR,0.0256,48,0.0
P003428,0.049729,8,APROVAR,0.0247,60,0.0
P003429,0.291983,2,NEGAR,,,
P003430,0.052751,8,APROVAR,0.0247,48,0.0
P003431,0.079759,6,APROVAR,0.0265,36,0.21
P003432,0.041144,9,APROVAR,0.0236,24,0.0
P003433,0.238765,2,NEGAR,,,
P003434,0.150656,3,NEGAR,,,
P003435,0.029661,10,APROVAR,0.0227,60,0.0
P003436,0.045999,8,APROVAR,0.0247,48,0.0
P003437,0.081994,6,APROVAR,0.0265,48,0.21
P003438,0.048777,8,APROVAR,0.0247,48,0.0
P003439,0.333407,1,NEGAR,,,
P003440,0.479608,1,NEGAR,,,
P003441,0.14771,3,NEGAR,,,
P003442,0.124197,4,NEGAR,,,
P003443,0.070471,6,APROVAR,0.0265,48,0.21
P003444,0.03689,10,APROVAR,0.0227,48,0.0
P003445,0.058314,7,APROVAR,0.0256,48,0.0
P003446,0.315395,1,NEGAR,,,
P003447,0.046799,8,APROVAR,0.0247,24,0.0
P003448,0.037974,9,APROVAR,0.0236,24,0.0
P003449,0.299824,2,NEGAR,,,
P003450,0.091722,5,APROVAR,0.0282,48,0.21
P003451,0.032654,10,APROVAR,0.0227,24,0.0
P003452,0.050331,8,APROVAR,0.0247,24,0.0
P003453,0.158687,3,NEGAR,,,
