id_proposta,faixa,pd_enquadramento,decisao,taxa_am,prazo_meses,pct_entrada_minima,pct_entrada_efetiva,valor_entrada,valor_financiado,ltv,idade_veiculo_anos,possui_avalista,pd_oferta
P001722,5,0.100458,APROVAR,0.0282,36,0.21,0.5278,19634.16,17565.84,0.4722,2,Não,0.100458
P001723,2,0.255855,NEGAR,0.035,60,0.21,0.238,6878.2,22021.8,0.762,5,Não,0.255855
P001724,9,0.042184,APROVAR,0.0236,60,0.0,0.1077,12299.34,101900.66,0.8923,4,Não,0.042184
P001725,5,0.088745,APROVAR,0.0282,48,0.21,0.21,5229.0,19671.0,0.79,6,Não,0.088847
P001726,10,0.028556,APROVAR,0.0227,48,0.0,0.2528,26973.76,79726.24,0.7472,5,Não,0.028556
P001727,7,0.064442,APROVAR,0.0256,48,0.0,0.1385,6412.55,39887.45,0.8615,7,Não,0.064442
P001728,8,0.05011,APROVAR,0.0247,24,0.0,0.5838,20666.52,14733.48,0.4162,0,Sim,0.05011
P001729,8,0.052085,APROVAR,0.0247,60,0.0,0.3573,7860.6,14139.4,0.6427,8,Não,0.052085
P001730,6,0.077232,APROVAR,0.0265,60,0.21,0.21,5796.0,21804.0,0.79,12,Não,0.079525
P001731,1,0.511315,NEGAR,0.035,36,0.21,0.21,8253.0,31047.0,0.79,10,Não,0.452165
P001732,10,0.03535,APROVAR,0.0227,60,0.0,0.1205,5687.6,41512.4,0.8795,1,Não,0.03535
P001733,3,0.150067,NEGAR,0.0336,48,0.21,0.21,14385.0,54115.0,0.79,6,Não,0.153173
P001734,5,0.092338,APROVAR,0.0282,60,0.21,0.3844,12147.04,19452.96,0.6156,7,Não,0.092338
P001735,10,0.035868,APROVAR,0.0227,48,0.0,0.1314,6478.02,42821.98,0.8686,1,Não,0.035868
P001736,9,0.042502,APROVAR,0.0236,48,0.0,0.3566,17723.02,31976.98,0.6434,2,Não,0.042502
P001737,1,0.480263,NEGAR,0.035,24,0.21,0.21,8190.0,30810.0,0.79,3,Sim,0.437137
P001738,7,0.058932,APROVAR,0.0256,60,0.0,0.5459,20416.66,16983.34,0.4541,2,Não,0.058932
P001739,9,0.037864,APROVAR,0.0236,60,0.0,0.1354,5172.28,33027.72,0.8646,1,Não,0.037864
P001740,7,0.060826,APROVAR,0.0256,60,0.0,0.1198,4037.26,29662.74,0.8802,2,Não,0.060826
P001741,4,0.110842,NEGAR,0.0303,36,0.21,0.21,11781.0,44319.0,0.79,1,Não,0.110842
P001742,7,0.063854,APROVAR,0.0256,48,0.0,0.3991,10177.05,15322.95,0.6009,6,Não,0.063854
P001743,2,0.22242,NEGAR,0.035,48,0.21,0.3321,17534.88,35265.12,0.6679,3,Não,0.22242
P001744,6,0.074572,APROVAR,0.0265,48,0.21,0.21,4620.0,17380.0,0.79,9,Não,0.046913
P001745,2,0.272755,NEGAR,0.035,48,0.21,0.21,11403.0,42897.0,0.79,7,Não,0.263311
P001746,3,0.181191,NEGAR,0.0336,36,0.21,0.2733,11888.55,31611.45,0.7267,3,Não,0.181191
P001747,8,0.050075,APROVAR,0.0247,48,0.0,0.0807,1775.4,20224.6,0.9193,6,Não,0.050075
P001748,8,0.050721,APROVAR,0.0247,36,0.0,0.4625,18361.25,21338.75,0.5375,1,Não,0.050721
P001749,3,0.188956,NEGAR,0.0336,48,0.21,0.2141,5009.94,18390.06,0.7859,12,Sim,0.188956
P001750,10,0.034231,APROVAR,0.0227,60,0.0,0.3548,17314.24,31485.76,0.6452,4,Sim,0.034231
P001751,6,0.078801,APROVAR,0.0265,24,0.21,0.21,6006.0,22594.0,0.79,5,Não,0.082543
P001752,3,0.196278,NEGAR,0.0336,24,0.21,0.21,7707.0,28993.0,0.79,10,Sim,0.23231
P001753,7,0.064866,APROVAR,0.0256,36,0.0,0.4172,13976.2,19523.8,0.5828,10,Não,0.064866
P001754,1,0.5087,NEGAR,0.035,60,0.21,0.21,10605.0,39895.0,0.79,5,Sim,0.475945
P001755,8,0.047918,APROVAR,0.0247,36,0.0,0.3802,18933.96,30866.04,0.6198,4,Não,0.047918
P001756,1,0.316844,NEGAR,0.035,60,0.21,0.21,8925.0,33575.0,0.79,4,Não,0.325509
P001757,7,0.058609,APROVAR,0.0256,48,0.0,0.2555,18855.9,54944.1,0.7445,1,Não,0.058609
P001758,1,0.377746,NEGAR,0.035,36,0.21,0.21,5754.0,21646.0,0.79,6,Sim,0.29298
P001759,6,0.069303,APROVAR,0.0265,48,0.21,0.289,10837.5,26662.5,0.711,3,Não,0.069303
P001760,5,0.088956,APROVAR,0.0282,60,0.21,0.21,10038.0,37762.0,0.79,2,Não,0.077145
P001761,2,0.274977,NEGAR,0.035,48,0.21,0.2283,5273.73,17826.27,0.7717,11,Não,0.274977
P001762,1,0.592375,NEGAR,0.035,60,0.21,0.21,5712.0,21488.0,0.79,4,Sim,0.516207
P001763,1,0.325967,NEGAR,0.035,60,0.21,0.21,4620.0,17380.0,0.79,3,Não,0.338687
P001764,10,0.031623,APROVAR,0.0227,36,0.0,0.3542,23129.26,42170.74,0.6458,2,Não,0.031623
P001765,3,0.188023,NEGAR,0.0336,60,0.21,0.2355,7276.95,23623.05,0.7645,3,Não,0.188023
P001766,10,0.032876,APROVAR,0.0227,36,0.0,0.2451,23946.27,73753.73,0.7549,1,Não,0.032876
P001767,7,0.060728,APROVAR,0.0256,36,0.0,0.2691,19725.03,53574.97,0.7309,1,Não,0.060728
P001768,3,0.182906,NEGAR,0.0336,48,0.21,0.21,8862.0,33338.0,0.79,4,Sim,0.173656
P001769,9,0.041539,APROVAR,0.0236,36,0.0,0.4397,26469.94,33730.06,0.5603,2,Não,0.041539
P001770,10,0.032792,APROVAR,0.0227,60,0.0,0.1955,19256.75,79243.25,0.8045,4,Não,0.032792
P001771,8,0.046026,APROVAR,0.0247,48,0.0,0.2484,10706.04,32393.96,0.7516,2,Não,0.046026
P001772,3,0.190185,NEGAR,0.0336,48,0.21,0.21,11256.0,42344.0,0.79,6,Sim,0.186925
P001773,10,0.031034,APROVAR,0.0227,60,0.0,0.147,11480.7,66619.3,0.853,2,Sim,0.031034
P001774,7,0.062515,APROVAR,0.0256,24,0.0,0.3952,21538.4,32961.6,0.6048,4,Não,0.062515
P001775,9,0.038464,APROVAR,0.0236,24,0.0,0.3256,10744.8,22255.2,0.6744,2,Não,0.038464
P001776,1,0.319107,NEGAR,0.035,36,0.21,0.2767,6087.4,15912.6,0.7233,2,Sim,0.319107
P001777,1,0.334653,NEGAR,0.035,60,0.21,0.21,4620.0,17380.0,0.79,2,Não,0.334573
P001778,6,0.08006,APROVAR,0.0265,36,0.21,0.4684,21218.52,24081.48,0.5316,2,Não,0.08006
P001779,8,0.049039,APROVAR,0.0247,48,0.0,0.2255,11883.85,40816.15,0.7745,1,Não,0.049039
P001780,9,0.041665,APROVAR,0.0236,36,0.0,0.3839,10442.08,16757.92,0.6161,7,Sim,0.041665
P001781,9,0.043527,APROVAR,0.0236,60,0.0,0.2684,15218.28,41481.72,0.7316,0,Não,0.043527
P001782,3,0.208161,NEGAR,0.0336,48,0.21,0.21,4620.0,17380.0,0.79,2,Sim,0.206624
P001783,6,0.07412,APROVAR,0.0265,48,0.21,0.21,4620.0,17380.0,0.79,9,Não,0.065094
P001784,2,0.24875,NEGAR,0.035,48,0.21,0.21,4620.0,17380.0,0.79,2,Não,0.227476
P001785,1,0.698795,NEGAR,0.035,60,0.21,0.21,6699.0,25201.0,0.79,5,Sim,0.705649
P001786,10,0.033254,APROVAR,0.0227,60,0.0,0.2041,19858.93,77441.07,0.7959,1,Não,0.033254
P001787,6,0.06733,APROVAR,0.0265,36,0.21,0.21,5334.0,20066.0,0.79,1,Não,0.066778
P001788,9,0.042219,APROVAR,0.0236,48,0.0,0.33,12342.0,25058.0,0.67,8,Não,0.042219
P001789,10,0.027596,APROVAR,0.0227,36,0.0,0.1981,9013.55,36486.45,0.8019,1,Não,0.027596
P001790,1,0.38344,NEGAR,0.035,60,0.21,0.21,4620.0,17380.0,0.79,4,Sim,0.302083
P001791,7,0.059728,APROVAR,0.0256,60,0.0,0.1847,5744.17,25355.83,0.8153,5,Não,0.059728
P001792,10,0.028898,APROVAR,0.0227,36,0.0,0.2532,7368.12,21731.88,0.7468,6,Sim,0.028898
P001793,2,0.226836,NEGAR,0.035,24,0.21,0.21,24402.0,91798.0,0.79,3,Sim,0.20026
P001794,9,0.040412,APROVAR,0.0236,24,0.0,0.2197,12149.41,43150.59,0.7803,1,Não,0.040412
P001795,3,0.18816,NEGAR,0.0336,48,0.21,0.21,4620.0,17380.0,0.79,4,Não,0.188594
P001796,7,0.054934,APROVAR,0.0256,60,0.0,0.045,1048.5,22251.5,0.955,12,Sim,0.054934
P001797,2,0.216775,NEGAR,0.035,48,0.21,0.21,4620.0,17380.0,0.79,3,Sim,0.200798
P001798,2,0.217077,NEGAR,0.035,24,0.21,0.21,16968.0,63832.0,0.79,4,Não,0.207029
P001799,10,0.02934,APROVAR,0.0227,60,0.0,0.3605,14420.0,25580.0,0.6395,9,Não,0.02934
P001800,6,0.073208,APROVAR,0.0265,60,0.21,0.21,7287.0,27413.0,0.79,1,Sim,0.076299
P001801,1,0.39742,NEGAR,0.035,24,0.21,0.21,6384.0,24016.0,0.79,8,Sim,0.411847
P001802,2,0.268304,NEGAR,0.035,48,0.21,0.3776,12800.64,21099.36,0.6224,3,Não,0.268304
P001803,10,0.034679,APROVAR,0.0227,48,0.0,0.2492,20309.8,61190.2,0.7508,1,Não,0.034679
P001804,10,0.036101,APROVAR,0.0227,24,0.0,0.1957,5009.92,20590.08,0.8043,2,Não,0.036101
P001805,6,0.078695,APROVAR,0.0265,48,0.21,0.21,6069.0,22831.0,0.79,5,Sim,0.082448
P001806,3,0.151242,NEGAR,0.0336,48,0.21,0.3087,6791.4,15208.6,0.6913,1,Sim,0.151242
P001807,7,0.060414,APROVAR,0.0256,24,0.0,0.3915,9787.5,15212.5,0.6085,9,Sim,0.060414
P001808,4,0.137967,NEGAR,0.0303,48,0.21,0.21,5523.0,20777.0,0.79,3,Sim,0.1211
P001809,2,0.246919,NEGAR,0.035,48,0.21,0.2236,9860.76,34239.24,0.7764,1,Não,0.246919
P001810,6,0.077065,APROVAR,0.0265,48,0.21,0.2365,5203.0,16797.0,0.7635,7,Não,0.077065
P001811,3,0.200632,NEGAR,0.0336,24,0.21,0.21,8337.0,31363.0,0.79,1,Não,0.138264
P001812,6,0.069683,APROVAR,0.0265,24,0.21,0.21,10017.0,37683.0,0.79,2,Não,0.062694
P001813,3,0.175481,NEGAR,0.0336,60,0.21,0.3603,8575.14,15224.86,0.6397,7,Sim,0.175481
P001814,5,0.094583,APROVAR,0.0282,24,0.21,0.21,4620.0,17380.0,0.79,3,Sim,0.04959
P001815,6,0.079085,APROVAR,0.0265,24,0.21,0.3266,14533.7,29966.3,0.6734,2,Sim,0.079085
P001816,2,0.22568,NEGAR,0.035,60,0.21,0.21,7560.0,28440.0,0.79,4,Não,0.251475
P001817,3,0.149017,NEGAR,0.0336,24,0.21,0.2296,8724.8,29275.2,0.7704,1,Não,0.149017
P001818,5,0.106036,APROVAR,0.0282,48,0.21,0.3487,7671.4,14328.6,0.6513,9,Não,0.106036
P001819,2,0.217876,NEGAR,0.035,48,0.21,0.2684,12963.72,35336.28,0.7316,3,Não,0.217876
P001820,1,0.619251,NEGAR,0.035,36,0.21,0.21,4620.0,17380.0,0.79,2,Não,0.586317
P001821,2,0.280801,NEGAR,0.035,60,0.21,0.21,4620.0,17380.0,0.79,2,Sim,0.265278
P001822,1,0.374257,NEGAR,0.035,24,0.21,0.21,4746.0,17854.0,0.79,7,Não,0.374257
P001823,2,0.258071,NEGAR,0.035,36,0.21,0.21,6426.0,24174.0,0.79,2,Não,0.243685
P001824,1,0.398714,NEGAR,0.035,36,0.21,0.3966,11660.04,17739.96,0.6034,9,Não,0.398714
P001825,9,0.043684,APROVAR,0.0236,24,0.0,0.127,5969.0,41031.0,0.873,4,Sim,0.043684
P001826,3,0.19942,NEGAR,0.0336,60,0.21,0.4145,18611.05,26288.95,0.5855,10,Sim,0.19942
P001827,4,0.1374,NEGAR,0.0303,48,0.21,0.4508,12892.88,15707.12,0.5492,1,Sim,0.1374
P001828,4,0.140181,NEGAR,0.0303,36,0.21,0.2581,6917.08,19882.92,0.7419,1,Não,0.140181
P001829,4,0.108346,NEGAR,0.0303,24,0.21,0.4482,16493.76,20306.24,0.5518,1,Sim,0.108346
P001830,2,0.299599,NEGAR,0.035,48,0.21,0.2638,5803.6,16196.4,0.7362,8,Não,0.299599
P001831,1,0.76066,NEGAR,0.035,60,0.21,0.21,6678.0,25122.0,0.79,2,Não,0.76066
P001832,2,0.252308,NEGAR,0.035,60,0.21,0.2724,8853.0,23647.0,0.7276,5,Sim,0.252308
P001833,8,0.049473,APROVAR,0.0247,36,0.0,0.0424,1225.36,27674.64,0.9576,3,Não,0.049473
P001834,10,0.034955,APROVAR,0.0227,48,0.0,0.2832,19824.0,50176.0,0.7168,6,Sim,0.034955
P001835,7,0.0567,APROVAR,0.0256,36,0.0,0.2907,16366.41,39933.59,0.7093,6,Não,0.0567
P001836,3,0.169036,NEGAR,0.0336,48,0.21,0.6518,14339.6,7660.4,0.3482,12,Sim,0.169036
P001837,7,0.061809,APROVAR,0.0256,36,0.0,0.2583,20689.83,59410.17,0.7417,1,Não,0.061809
P001838,3,0.173943,NEGAR,0.0336,48,0.21,0.21,11319.0,42581.0,0.79,1,Sim,0.163558
P001839,2,0.253675,NEGAR,0.035,48,0.21,0.24,13392.0,42408.0,0.76,2,Não,0.253675
P001840,2,0.215926,NEGAR,0.035,60,0.21,0.21,11025.0,41475.0,0.79,4,Sim,0.198785
P001841,10,0.035813,APROVAR,0.0227,36,0.0,0.4104,32873.04,47226.96,0.5896,1,Não,0.035813
P001842,1,0.317338,NEGAR,0.035,60,0.21,0.2245,5859.45,20240.55,0.7755,3,Não,0.317338
P001843,6,0.077934,APROVAR,0.0265,36,0.21,0.21,11277.0,42423.0,0.79,1,Não,0.054537
P001844,2,0.249437,NEGAR,0.035,48,0.21,0.3462,8204.94,15495.06,0.6538,1,Não,0.249437
P001845,7,0.065644,APROVAR,0.0256,60,0.0,0.1758,4922.4,23077.6,0.8242,4,Não,0.065644
P001846,8,0.047827,APROVAR,0.0247,60,0.0,0.1632,10216.32,52383.68,0.8368,3,Não,0.047827
P001847,3,0.169091,NEGAR,0.0336,60,0.21,0.21,4620.0,17380.0,0.79,2,Não,0.147408
P001848,4,0.109214,NEGAR,0.0303,48,0.21,0.21,9324.0,35076.0,0.79,4,Não,0.097986
P001849,2,0.275914,NEGAR,0.035,36,0.21,0.3557,7825.4,14174.6,0.6443,8,Não,0.275914
P001850,5,0.089076,APROVAR,0.0282,48,0.21,0.21,6741.0,25359.0,0.79,2,Não,0.098809
P001851,7,0.057668,APROVAR,0.0256,24,0.0,0.383,29376.1,47323.9,0.617,1,Não,0.057668
P001852,4,0.132648,NEGAR,0.0303,36,0.21,0.3445,12712.05,24187.95,0.6555,12,Não,0.132648
P001853,9,0.040945,APROVAR,0.0236,48,0.0,0.1278,6747.84,46052.16,0.8722,1,Não,0.040945
P001854,5,0.102441,APROVAR,0.0282,36,0.21,0.21,5271.0,19829.0,0.79,5,Sim,0.090396
P001855,6,0.080774,APROVAR,0.0265,48,0.21,0.21,41517.0,156183.0,0.79,3,Não,0.068898
P001856,10,0.026329,APROVAR,0.0227,60,0.0,0.4071,30817.47,44882.53,0.5929,3,Não,0.026329
P001857,9,0.04187,APROVAR,0.0236,48,0.0,0.5649,14687.4,11312.6,0.4351,1,Não,0.04187
P001858,6,0.081588,APROVAR,0.0265,36,0.21,0.21,10017.0,37683.0,0.79,2,Não,0.074586
P001859,2,0.266357,NEGAR,0.035,60,0.21,0.21,5943.0,22357.0,0.79,0,Não,0.233619
P001860,7,0.059137,APROVAR,0.0256,36,0.0,0.5196,11431.2,10568.8,0.4804,1,Não,0.059137
P001861,3,0.197062,NEGAR,0.0336,48,0.21,0.21,7203.0,27097.0,0.79,1,Não,0.189871
P001862,4,0.141887,NEGAR,0.0303,48,0.21,0.21,15834.0,59566.0,0.79,2,Sim,0.165586
P001863,3,0.192359,NEGAR,0.0336,36,0.21,0.3361,10183.83,20116.17,0.6639,1,Não,0.192359
P001864,10,0.029844,APROVAR,0.0227,48,0.0,0.3131,13588.54,29811.46,0.6869,4,Não,0.029844
P001865,8,0.04657,APROVAR,0.0247,48,0.0,0.2363,13988.96,45211.04,0.7637,12,Não,0.04657
P001866,5,0.094498,APROVAR,0.0282,60,0.21,0.21,6783.0,25517.0,0.79,3,Não,0.094266
P001867,6,0.070124,APROVAR,0.0265,48,0.21,0.21,11907.0,44793.0,0.79,0,Sim,0.031998
P001868,3,0.163706,NEGAR,0.0336,36,0.21,0.2997,8721.27,20378.73,0.7003,2,Sim,0.163706
P001869,2,0.273982,NEGAR,0.035,36,0.21,0.75,24750.0,8250.0,0.25,2,Sim,0.273982
P001870,1,0.533547,NEGAR,0.035,48,0.21,0.21,4809.0,18091.0,0.79,5,Sim,0.47794
P001871,1,0.304782,NEGAR,0.035,24,0.21,0.3457,11235.25,21264.75,0.6543,1,Não,0.304782
P001872,1,0.311402,NEGAR,0.035,36,0.21,0.3408,8145.12,15754.88,0.6592,2,Não,0.311402
P001873,10,0.03633,APROVAR,0.0227,24,0.0,0.3708,18836.64,31963.36,0.6292,6,Não,0.03633
P001874,2,0.262415,NEGAR,0.035,48,0.21,0.21,4620.0,17380.0,0.79,8,Não,0.263334
P001875,9,0.039636,APROVAR,0.0236,48,0.0,0.3707,12529.66,21270.34,0.6293,2,Não,0.039636
P001876,1,0.36434,NEGAR,0.035,48,0.21,0.2169,4771.8,17228.2,0.7831,2,Não,0.36434
P001877,2,0.294676,NEGAR,0.035,36,0.21,0.2447,6264.32,19335.68,0.7553,1,Não,0.294676
P001878,7,0.066286,APROVAR,0.0256,48,0.0,0.1579,19737.5,105262.5,0.8421,4,Não,0.066286
P001879,6,0.070783,APROVAR,0.0265,36,0.21,0.21,8967.0,33733.0,0.79,6,Sim,0.074622
P001880,1,0.355928,NEGAR,0.035,36,0.21,0.21,4620.0,17380.0,0.79,6,Sim,0.356462
P001881,6,0.070096,APROVAR,0.0265,60,0.21,0.21,22302.0,83898.0,0.79,0,Não,0.060359
P001882,9,0.041289,APROVAR,0.0236,24,0.0,0.0966,3583.86,33516.14,0.9034,7,Não,0.041289
P001883,9,0.039342,APROVAR,0.0236,48,0.0,0.6576,25383.36,13216.64,0.3424,2,Não,0.039342
P001884,4,0.133094,NEGAR,0.0303,48,0.21,0.3787,9088.8,14911.2,0.6213,1,Não,0.133094
P001885,10,0.028716,APROVAR,0.0227,36,0.0,0.2648,7149.6,19850.4,0.7352,10,Não,0.028716
P001886,8,0.052158,APROVAR,0.0247,48,0.0,0.0702,2660.58,35239.42,0.9298,4,Não,0.052158
P001887,9,0.04446,APROVAR,0.0236,48,0.0,0.3033,21018.69,48281.31,0.6967,4,Não,0.04446
P001888,1,0.914869,NEGAR,0.035,60,0.21,0.21,4620.0,17380.0,0.79,5,Sim,0.827754
P001889,2,0.291143,NEGAR,0.035,60,0.21,0.5226,16827.72,15372.28,0.4774,4,Não,0.291143
P001890,5,0.098108,APROVAR,0.0282,36,0.21,0.21,8463.0,31837.0,0.79,4,Sim,0.052937
P001891,10,0.027344,APROVAR,0.0227,48,0.0,0.1506,6897.48,38902.52,0.8494,2,Não,0.027344
P001892,6,0.081417,APROVAR,0.0265,48,0.21,0.3984,13067.52,19732.48,0.6016,0,Não,0.081417
P001893,8,0.049581,APROVAR,0.0247,24,0.0,0.6349,30729.16,17670.84,0.3651,1,Sim,0.049581
P001894,10,0.034577,APROVAR,0.0227,60,0.0,0.2816,9039.36,23060.64,0.7184,6,Não,0.034577
P001895,2,0.213062,NEGAR,0.035,36,0.21,0.5683,22675.17,17224.83,0.4317,1,Não,0.213062
P001896,2,0.262774,NEGAR,0.035,48,0.21,0.3679,8093.8,13906.2,0.6321,10,Não,0.262774
P001897,7,0.056068,APROVAR,0.0256,48,0.0,0.1816,4394.72,19805.28,0.8184,12,Não,0.056068
P001898,10,0.034102,APROVAR,0.0227,60,0.0,0.5218,23376.64,21423.36,0.4782,7,Não,0.034102
P001899,3,0.183017,NEGAR,0.0336,60,0.21,0.21,4620.0,17380.0,0.79,4,Não,0.148668
P001900,4,0.115208,NEGAR,0.0303,60,0.21,0.2614,9541.1,26958.9,0.7386,11,Sim,0.115208
P001901,2,0.292491,NEGAR,0.035,24,0.21,0.21,7308.0,27492.0,0.79,6,Sim,0.259173
P001902,2,0.226468,NEGAR,0.035,48,0.21,0.3242,12741.06,26558.94,0.6758,1,Não,0.226468
P001903,8,0.04849,APROVAR,0.0247,60,0.0,0.4724,10392.8,11607.2,0.5276,3,Não,0.04849
P001904,7,0.055454,APROVAR,0.0256,60,0.0,0.1342,8145.94,52554.06,0.8658,2,Não,0.055454
P001905,7,0.061865,APROVAR,0.0256,48,0.0,0.3438,16227.36,30972.64,0.6562,3,Não,0.061865
P001906,5,0.106285,APROVAR,0.0282,36,0.21,0.21,13818.0,51982.0,0.79,2,Não,0.108519
P001907,5,0.085393,APROVAR,0.0282,36,0.21,0.21,21819.0,82081.0,0.79,1,Não,0.0813
P001908,3,0.191657,NEGAR,0.0336,24,0.21,0.21,6930.0,26070.0,0.79,1,Não,0.217031
P001909,2,0.226183,NEGAR,0.035,60,0.21,0.21,5796.0,21804.0,0.79,3,Sim,0.234441
P001910,8,0.051363,APROVAR,0.0247,60,0.0,0.295,10118.5,24181.5,0.705,1,Não,0.051363
P001911,3,0.165988,NEGAR,0.0336,36,0.21,0.21,8358.0,31442.0,0.79,3,Não,0.160592
P001912,2,0.240359,NEGAR,0.035,36,0.21,0.21,12285.0,46215.0,0.79,9,Não,0.240231
P001913,5,0.087034,APROVAR,0.0282,36,0.21,0.21,4620.0,17380.0,0.79,3,Não,0.086831
P001914,3,0.188929,NEGAR,0.0336,24,0.21,0.21,4620.0,17380.0,0.79,5,Não,0.144529
P001915,3,0.196703,NEGAR,0.0336,48,0.21,0.21,12306.0,46294.0,0.79,1,Não,0.186372
P001916,5,0.096609,APROVAR,0.0282,24,0.21,0.21,4620.0,17380.0,0.79,4,Não,0.064333
P001917,2,0.248503,NEGAR,0.035,36,0.21,0.21,15645.0,58855.0,0.79,2,Não,0.095153
P001918,3,0.171015,NEGAR,0.0336,36,0.21,0.21,10101.0,37999.0,0.79,11,Não,0.115605
P001919,2,0.236205,NEGAR,0.035,36,0.21,0.3019,6641.8,15358.2,0.6981,6,Sim,0.236205
P001920,6,0.079534,APROVAR,0.0265,60,0.21,0.21,10584.0,39816.0,0.79,3,Não,0.07608
P001921,2,0.258388,NEGAR,0.035,48,0.21,0.21,10689.0,40211.0,0.79,7,Não,0.196628
P001922,4,0.139918,NEGAR,0.0303,24,0.21,0.21,5754.0,21646.0,0.79,1,Sim,0.139043
P001923,10,0.035443,APROVAR,0.0227,60,0.0,0.1728,4337.28,20762.72,0.8272,2,Não,0.035443
P001924,3,0.148481,NEGAR,0.0336,60,0.21,0.21,4620.0,17380.0,0.79,5,Não,0.150424
P001925,3,0.170044,NEGAR,0.0336,48,0.21,0.21,6006.0,22594.0,0.79,2,Sim,0.172924
P001926,1,0.429231,NEGAR,0.035,48,0.21,0.21,5334.0,20066.0,0.79,8,Sim,0.414409
P001927,1,0.401499,NEGAR,0.035,24,0.21,0.4591,10100.2,11899.8,0.5409,4,Sim,0.401499
P001928,10,0.030494,APROVAR,0.0227,24,0.0,0.1964,11293.0,46207.0,0.8036,1,Não,0.030494
P001929,9,0.03812,APROVAR,0.0236,48,0.0,0.1668,4486.92,22413.08,0.8332,4,Não,0.03812
P001930,2,0.299169,NEGAR,0.035,48,0.21,0.21,10269.0,38631.0,0.79,2,Sim,0.295047
P001931,2,0.212683,NEGAR,0.035,48,0.21,0.21,4620.0,17380.0,0.79,1,Não,0.21222
P001932,7,0.062986,APROVAR,0.0256,24,0.0,0.3056,6723.2,15276.8,0.6944,2,Não,0.062986
P001933,9,0.039713,APROVAR,0.0236,48,0.0,0.5269,37620.66,33779.34,0.4731,0,Não,0.039713
P001934,2,0.248134,NEGAR,0.035,48,0.21,0.21,4872.0,18328.0,0.79,1,Não,0.227187
P001935,2,0.289474,NEGAR,0.035,60,0.21,0.21,4620.0,17380.0,0.79,3,Não,0.278888
P001936,9,0.039264,APROVAR,0.0236,48,0.0,0.1625,6142.5,31657.5,0.8375,4,Não,0.039264
P001937,3,0.196879,NEGAR,0.0336,24,0.21,0.3921,20232.36,31367.64,0.6079,3,Não,0.196879
P001938,8,0.050389,APROVAR,0.0247,48,0.0,0.0883,3328.91,34371.09,0.9117,2,Não,0.050389
P001939,10,0.031529,APROVAR,0.0227,60,0.0,0.13,6292.0,42108.0,0.87,4,Não,0.031529
P001940,2,0.211767,NEGAR,0.035,48,0.21,0.4381,12091.56,15508.44,0.5619,7,Não,0.211767
P001941,9,0.042093,APROVAR,0.0236,24,0.0,0.1629,12608.46,64791.54,0.8371,2,Não,0.042093
P001942,1,0.376767,NEGAR,0.035,24,0.21,0.21,10941.0,41159.0,0.79,10,Sim,0.329383
P001943,7,0.064466,APROVAR,0.0256,36,0.0,0.2033,6485.27,25414.73,0.7967,7,Não,0.064466
P001944,1,0.47206,NEGAR,0.035,60,0.21,0.2855,9278.75,23221.25,0.7145,7,Sim,0.47206
P001945,8,0.047036,APROVAR,0.0247,60,0.0,0.0727,5314.37,67785.63,0.9273,3,Não,0.047036
P001946,2,0.284505,NEGAR,0.035,48,0.21,0.21,4620.0,17380.0,0.79,4,Não,0.206912
P001947,8,0.053321,APROVAR,0.0247,36,0.0,0.15,9960.0,56440.0,0.85,3,Não,0.053321
P001948,2,0.230561,NEGAR,0.035,36,0.21,0.2219,4881.8,17118.2,0.7781,12,Não,0.230561
P001949,1,0.455167,NEGAR,0.035,60,0.21,0.2354,5178.8,16821.2,0.7646,7,Sim,0.455167
P001950,1,0.429191,NEGAR,0.035,36,0.21,0.21,7035.0,26465.0,0.79,12,Sim,0.415752
P001951,10,0.035844,APROVAR,0.0227,24,0.0,0.0778,3392.08,40207.92,0.9222,1,Não,0.035844
P001952,7,0.065408,APROVAR,0.0256,48,0.0,0.1304,6154.88,41045.12,0.8696,2,Não,0.065408
P001953,5,0.084617,APROVAR,0.0282,36,0.21,0.2446,6115.0,18885.0,0.7554,1,Sim,0.084617
P001954,1,0.447759,NEGAR,0.035,48,0.21,0.21,6153.0,23147.0,0.79,6,Não,0.425402
P001955,3,0.156018,NEGAR,0.0336,60,0.21,0.21,10122.0,38078.0,0.79,12,Não,0.072819
P001956,4,0.123685,NEGAR,0.0303,36,0.21,0.243,5904.9,18395.1,0.757,4,Não,0.123685
P001957,8,0.048352,APROVAR,0.0247,36,0.0,0.0683,2103.64,28696.36,0.9317,2,Não,0.048352
P001958,8,0.053013,APROVAR,0.0247,36,0.0,0.2564,5640.8,16359.2,0.7436,3,Sim,0.053013
P001959,1,0.319041,NEGAR,0.035,48,0.21,0.2531,5568.2,16431.8,0.7469,6,Não,0.319041
P001960,1,0.32405,NEGAR,0.035,48,0.21,0.3408,7497.6,14502.4,0.6592,0,Não,0.32405
P001961,1,0.479409,NEGAR,0.035,24,0.21,0.21,6174.0,23226.0,0.79,3,Sim,0.487374
P001962,2,0.224845,NEGAR,0.035,48,0.21,0.21,4620.0,17380.0,0.79,2,Sim,0.230437
P001963,1,0.33307,NEGAR,0.035,48,0.21,0.21,4620.0,17380.0,0.79,3,Não,0.331625
P001964,3,0.179869,NEGAR,0.0336,48,0.21,0.21,5670.0,21330.0,0.79,7,Sim,0.188171
